Q3E7Y3	P40513
Q02939	P47976
Q12349	Q12163
Q07953	Q08285
P25719	P38352
Q12486	Q12102
P38714	P23369
P41833	P43555
P32523	P35997
Q00381	P47187
P47027	P53189
P48561	Q04867
P53011	P45976
P53104	P32613
Q08729	P52286
P25454	Q12433
Q03125	P20449
Q02554	P46682
P40366	P06208
P32657	P43132
P39012	P23287
P38207	Q08235
P43587	P38798
Q06217	Q03818
P18851	P12754
P38630	Q07457
P18634	Q12396
Q12255	P40003
Q05530	P16522
P14747	Q08438
P15625	P39965
P33203	P49957
P09436	P39936
Q06671	P40505
P48581	Q02516
P40202	P53295
Q03694	P53135
P53170	Q07951
Q07914	P33308
P46151	P47054
P50942	P33411
P07347	P47103
P43588	Q08444
P46995	P35727
P50945	P14064
Q03337	P34758
P32607	P12954
P16451	P42845
P40477	Q05027
P06779	P32769
P20447	P41821
P53188	P38285
P38352	P35845
P32344	P21734
P38334	Q03465
P47141	P32356
P40498	P43621
P09119	P53141
P27705	Q02204
P53829	P43564
P20436	P25443
P42843	P03879
Q06405	P38084
Q08754	P32591
Q03455	P16370
Q07532	P36057
P17157	P43573
P25045	P38833
P00401	Q04922
P40507	Q12154
Q01389	Q07458
P40562	P25847
P33315	P26784
Q12030	P53725
P51534	P38833
P25586	Q07978
P38324	O13516
P40458	Q05778
P32492	Q08729
Q08951	Q03776
Q04341	P24482
P53974	P38833
Q05809	P43122
P01097	P40368
P53150	P40856
Q12224	P53061
P15274	P32335
Q02724	Q02908
Q6Q546	P53599
P31386	P53834
P39011	P45818
Q04226	Q04377
P47150	P54115
Q06005	P46948
P39744	P49017
P39990	Q12363
P53335	P53192
Q07528	Q12267
Q00916	Q12098
P39676	P38439
P18634	P47108
P03879	Q99383
P38198	P39521
P34166	P40851
P32769	P42845
Q06132	Q04437
P53743	P33202
P32860	P21827
P53201	Q06005
P06105	Q12285
P17505	P06778
P50623	P25343
P15179	P42836
Q08235	P20967
P40003	P38863
Q12347	P18898
P42847	P31539
P38853	P47134
P53104	P32794
P20081	P40019
Q01560	P33298
P39685	Q08285
P32641	P40513
Q03012	P40060
P34758	P49167
Q08965	P47142
P21771	P53309
P33331	P53847
P32570	P52286
P40318	P38324
P45978	Q12117
P34232	P39014
P40079	P53248
P38996	P12904
P20081	P32910
P15442	P37299
P46676	P38313
P32904	P53246
P36132	P22204
P39720	P53734
Q08966	P40486
P36084	P10080
P53272	P42847
P04037	P53905
P18410	P41814
P35179	P21524
P35729	P53170
Q06188	P38911
P22855	P38637
P10869	Q12158
P38121	P38310
P16622	P38064
Q12030	P40204
P53845	P38692
P33332	P38080
Q12004	Q03694
Q06178	P40559
P07273	P47076
P32790	Q02205
P21374	P46683
P53239	P40567
Q04598	P32908
Q02208	P47079
Q12447	P48439
P29029	P53079
P40090	Q05530
Q06106	P53691
Q12457	P24869
P39516	P38811
P36775	Q04868
P53604	Q12038
P28791	P38282
P22579	P38149
P36521	P25616
P08067	P19735
Q07915	Q03824
Q06156	P43558
Q12009	Q06604
P46655	P53239
P53735	P52910
P32486	Q07623
P32613	P38273
Q03465	P40059
Q02196	Q08457
P40154	Q03337
O13563	P38883
P11325	P43587
Q08622	P00431
P06700	P53188
Q06631	P40554
Q02884	P43596
P38210	P43583
P40157	Q12348
P39107	Q12330
P38132	P40581
Q04549	P15424
Q12234	P38316
Q00816	Q03144
P38989	P20435
P36526	P19659
P26637	P36520
P61829	P32471
P47113	P38132
P33421	Q03769
P13393	Q07657
P36015	P39538
P43618	P40303
P17555	P53246
P32793	Q03957
Q03096	P53734
P26798	P47005
P34166	Q08281
Q12156	P40456
P32831	Q03020
P39929	P53179
P21560	Q12027
P32368	P41695
P36159	P32854
P12686	Q12034
P36144	P24868
P21190	Q03018
P08153	P22353
P37297	Q3E835
P53010	P20134
P15436	Q03707
P43555	Q06623
P38990	P0CX50
Q07533	P61829
P24867	P22138
Q05636	Q07350
P38351	P31688
P14681	P38883
P32381	Q04062
P33416	P43591
P38816	Q03466
P53305	P53871
P53008	P38687
P36094	P34909
P38219	P46680
Q12522	P40339
Q06668	P31412
P53062	Q02866
Q04461	Q03496
P53851	P40693
Q04177	Q6Q546
P40494	P32863
Q2V2P8	P53905
Q12102	Q2V2P9
P34110	Q05809
P47049	P18239
Q01476	P53295
P48234	Q08471
Q02772	P36533
P02400	Q00955
P42846	Q12066
Q06677	P40693
P38805	P17891
P07274	P40157
P25386	P47104
P12754	P09938
P38428	P53845
P36053	Q01159
Q06512	Q04377
Q06106	Q06287
P40512	P32800
P38187	Q08923
P13434	P40515
P53378	P22149
Q06251	Q02908
P38304	P47064
P32786	P36121
Q03957	Q01855
P27929	P38850
Q3E744	P20795
P32786	P25301
P40568	Q07549
P36076	P25655
Q03067	P38707
P07281	P33416
P38957	P52910
Q12420	Q03337
P28519	Q12366
P32864	Q12379
Q00578	P47051
P13434	Q12280
P50111	P40477
P39103	P38116
P18634	P22515
P53266	Q08491
P39073	P38270
Q03761	P32601
P38164	P47111
P49955	P46964
P47075	P32367
P53866	O94742
P25555	P25344
Q12050	P40010
P39946	Q06385
Q06148	P14724
P20457	Q06696
P25390	Q12333
P35728	P12866
P32591	P20485
P40086	P53978
P38927	Q12211
Q08444	P47079
P41909	Q12123
P43579	P33203
Q02574	P06101
Q12158	P38132
P50110	P39015
P29055	P21734
P25646	Q3E846
P48524	P45978
P38742	Q06449
P30775	P53951
P38247	P04147
Q04693	P48563
P53136	P39952
P40458	P25847
P42951	Q04636
P40484	P47113
P40577	P27680
P38302	Q02890
P54885	P38927
P31244	P27680
O94742	Q04748
Q12164	P53193
P53550	P39904
P21954	P25366
P38426	P07252
P36056	P49686
P31373	Q99220
P28778	P53721
P12962	P06169
P25039	P33296
P07281	P38824
P41819	P38822
Q04210	P00560
P53968	P38341
P32945	Q03533
P47015	Q00711
P20447	Q04213
P25374	P38193
P32492	P20436
P33313	Q12165
P32561	Q12033
P09798	P32629
P32522	P40555
P53724	P39928
P32597	P53946
P40030	P07143
P38302	P38263
P21524	P53094
Q08562	P53136
Q08742	P22543
Q12004	Q02159
P18759	P38863
Q02199	P25655
Q08179	Q12114
P22007	P32842
P47005	P36516
P53079	P47076
Q04002	P38263
Q12066	P08524
P12688	P20449
P53188	P53738
Q02725	Q03690
P40056	P38861
P40513	Q12462
O60200	P47117
P53834	Q02889
P35200	P41318
P32836	Q06011
P04385	P07257
Q12098	Q02457
P39960	P36160
P38348	P48565
Q07844	P38927
P36122	Q06148
Q06109	P39926
P08525	Q08285
P53924	P53309
P38692	P20604
P53290	P38065
Q02866	P46673
P28005	Q12265
P16547	P06634
P0CX50	P36104
P40018	P38852
P30657	D6W196
P12945	P09032
P18852	P20447
P46995	P46947
P25656	P06104
Q12055	P48524
P38818	P38255
Q02354	P32604
Q06032	P23595
P38991	P11710
P36130	P53178
Q12030	P28496
Q99332	P53953
Q03496	Q07844
Q99220	P40960
P38772	P25566
P40187	P32468
P38086	P27705
Q03161	P38222
Q05905	P53192
P36037	P36131
P32471	P42939
Q04922	P14724
P11632	P0C0W9
P51998	Q05530
Q04031	Q02457
P38111	Q12004
Q04195	Q03433
P21827	P47027
P32479	P23833
P12688	P53280
P04386	P13517
P46965	P39081
P40965	Q08962
P39012	P25045
P38810	P20433
P0CX24	P38707
P36068	Q3E7B2
P07260	Q00618
P25270	Q03067
Q12508	Q12117
Q06213	P53150
P04387	P33332
Q12230	P14164
P34241	Q12309
P33417	P38956
P38344	P25385
P32945	P08468
P53552	P53829
P25584	P07252
Q06337	Q6WNK7
P35845	P38339
P17106	Q03406
P38789	P33204
P40204	P42945
P53266	P22135
P19073	Q12387
P53724	Q06333
P39516	P32657
P34164	P29029
P36146	P81451
P35191	P32786
Q02805	P32805
P40154	P40452
P40204	P19358
P53769	P53724
Q12306	P32559
P36080	Q08956
P54885	Q08685
P38931	Q03735
P53840	P53731
Q03063	Q06707
P35187	Q04748
P02406	P23301
P42847	Q02932
P09932	P32805
P43591	Q03162
P40573	P39682
P00924	P41821
Q04228	P53600
P25586	P53834
P53933	P39081
P33329	Q92317
Q12125	P06100
P32908	P41806
P08456	Q00764
P06786	P40581
P39107	P00427
P38766	P53549
Q12123	Q03785
P15790	P38265
P39730	P38270
Q06677	P20447
P53600	P46995
Q02776	Q06708
P50276	P0CX30
P23202	Q06668
P39016	P32325
P17065	P46947
Q04601	P38218
P38736	Q12082
P19658	P32492
P17214	P15938
Q04779	P35200
P19659	P34110
P25637	P38708
Q02939	P25605
Q08816	P37262
P04039	P39522
P19735	P38759
P53540	P53969
P32787	Q06217
P10964	P13186
P17442	P53769
P47086	P19736
P19516	Q08873
P39984	Q06820
P14291	P38902
P20967	P53894
P39960	P21560
P40056	Q12321
P38788	P53983
Q99332	P38302
Q07732	P34758
P18851	P38907
P43321	P39112
Q06673	P54885
P21771	P00572
P0CY11	P32349
P89114	P40078
P53897	P53691
P40060	P40157
P53877	Q04031
Q06162	Q06708
P36525	P10961
P53540	P14737
Q03976	P13856
Q02792	P39723
P32580	P17967
Q12361	P0CX56
P38292	P35845
P23638	Q12028
Q00764	P38333
P32345	P47140
Q12034	Q05468
P40494	Q02932
P35184	P11709
P40993	P12754
Q99299	Q08387
P38930	P53833
P34110	P40325
P36122	P40492
P38282	P40517
P28778	Q3E830
P53170	P40036
P14359	P38850
Q12176	Q02725
P53930	Q99299
P29539	P53909
P53191	P10823
P32527	P00890
P25342	P53197
P32473	Q06628
Q12369	P13099
Q08923	P22203
Q12245	P43682
P34237	P17121
P32524	P20437
P32841	P23301
P34160	P31688
P34253	Q05021
P34217	P32492
P28005	P39682
P53197	P22082
Q04431	P38827
P52960	P23059
Q02753	Q12241
Q12530	Q12471
P50090	Q07878
P32342	P07236
Q12122	Q12117
Q02336	Q02608
P37254	P52960
P21339	P36118
P08518	Q00723
P38696	P38700
P33302	P34217
Q03308	P06105
P38877	P32490
P47134	P53159
Q08649	Q12440
Q06440	Q02725
Q07915	P00815
Q05787	P10664
Q12181	P13365
P08566	P38840
P36516	Q07688
P05737	P40302
P52910	P38959
P39538	P27801
Q3E6R5	Q12248
P53921	P80428
P47037	O14464
P53718	Q12416
P31539	Q02521
P39705	P15424
D6W196	P40078
P53871	Q03769
P38748	P38193
P33411	P12385
Q03654	P25300
P48234	Q6Q546
P38797	P40491
O14467	P38615
Q99380	O13329
Q06696	Q05518
Q12262	P40316
Q08553	P38742
P38781	P29366
P38862	Q03088
P32610	Q12122
P38112	P09547
P38523	P40325
P34225	P36152
P38297	P37262
P38324	Q03466
Q02776	P54786
P40454	P38262
Q12481	P53201
Q04177	P36068
P38249	P31412
Q06469	P51998
P28791	P38809
P40087	P22209
P20457	P47074
P15424	P33204
P32902	Q12030
Q08236	P24719
P35845	P32602
Q3E7C1	P38629
Q04373	P53061
P12709	P32583
Q04697	P09032
P14736	P39904
P42837	P36070
P37262	P40016
Q07930	P04147
P32380	Q06632
P38218	Q01080
Q02753	P23638
P29465	P53955
P43124	Q12163
Q03656	P36126
Q00776	P11747
P37366	P38266
Q08742	P23337
P04039	P42847
P43558	P37291
P38863	Q02457
Q08208	Q04511
P25586	P38116
Q12229	P21339
P39980	P50102
Q08726	P26309
Q06148	Q3E846
P06778	P39904
P16664	P53968
Q12461	Q03201
P39727	P16523
Q03503	P06778
P49018	P19736
P00856	P34166
P11927	P32479
Q08732	Q04599
P53170	Q12532
Q12464	P15705
P28003	P40210
P38817	P33202
P12689	P53168
Q08387	Q12083
P38426	Q04225
P25343	P36083
P32361	P05085
Q07887	P36119
Q02516	P32842
P08964	Q03373
P40154	P47821
Q05123	Q03735
P0CX50	P25294
P53327	P15891
P32525	P38302
P11792	P38175
P54199	P36076
Q12333	P53280
P40046	Q03435
P40413	P36527
Q06385	P07252
P40858	Q02204
Q04964	P0CX56
P32796	P52593
P40477	P46676
P38881	Q05029
P38791	P00175
Q08119	P32905
P33299	O13525
P38920	P35127
Q07887	P38590
O14464	Q12055
P19659	P32899
Q03361	P32524
P43586	Q92316
P32495	P11972
Q12146	P43579
P07249	P40464
Q08119	P53937
P36094	Q02100
P39685	P52870
P15367	Q04868
P43587	Q00578
P35187	P48415
P53877	P32500
P53062	P53032
P40059	P46964
P38883	Q07807
P46682	P53091
Q12251	P34087
P47113	P24583
Q04969	P32844
P32463	Q03201
P54074	P53064
Q04031	P07260
P40075	P0C0V8
Q12118	Q06680
Q06672	P50089
P50111	P08678
P40515	Q12192
P32357	P53086
Q02721	P40486
P40578	P30775
P54999	P16370
Q12343	Q12477
P07560	P36022
P54787	Q02796
P46674	P47024
P36102	P47041
Q05787	P28519
P38934	Q02555
P32565	P33441
P09932	P38828
P18409	P34160
P07342	P53901
P25644	P40217
P19956	Q12466
P38351	Q12040
P47187	P00431
P38127	Q03096
Q05776	P40990
Q08471	P33748
P53158	P03879
P35728	Q08732
P26448	P00817
P09032	P40155
P25348	P08468
Q99181	P36123
Q12743	P39936
P00729	P05694
P47027	P05030
P15442	P36012
P10622	P19812
Q03337	P02557
P53886	Q07794
P05747	Q07913
Q08215	Q06632
P48525	P05747
Q08956	P40487
Q12341	P47130
Q02159	P05030
P05986	Q12208
P38264	P32842
P08067	P38751
Q06339	P22133
P50946	Q12250
P38080	P53165
P17157	P53538
P36102	P53633
P36090	P12686
P53845	P53540
P07249	P33775
P13365	Q08924
P40509	P53927
P0CY11	P38991
Q99380	P52960
P38803	P38153
P38238	Q06164
P25386	P16140
P46683	P0CG63
Q06338	P32944
P32485	Q99325
P27636	P81451
P20459	P39715
Q92317	Q03124
P00401	P53743
Q08446	Q03280
Q08032	P10622
P53552	P38700
Q06005	P16649
P25299	P54784
P36421	P40517
Q04867	Q03818
P22133	P39967
P43563	P48232
P09932	Q02642
P18480	P25038
P36525	P14904
P32602	Q99220
Q08438	P18480
P54860	Q04779
Q04183	P05453
P25632	Q01389
Q08924	P40054
P23255	P38782
P40571	Q08162
P38995	P32902
P32912	Q12333
P36123	Q02256
P32486	P38862
P05030	P0CX42
Q05021	P54005
P50085	P15624
Q03723	P20676
P31384	P27882
P25648	P25359
P15705	P39526
Q02820	P00924
P21190	P40086
Q02776	P32618
Q08412	P38759
P19524	P24783
P38324	P32830
P22035	P40356
P36162	P04147
P43591	P32486
P27515	P53955
P19735	Q02773
P40070	P16140
P53062	P43682
P38838	Q12098
P53917	Q08683
P32844	P12684
Q03406	P26637
P40013	P40464
P25554	P34756
P47089	P41805
Q12034	Q00955
P38768	Q05775
Q02256	P36520
P11792	Q06211
Q01649	Q06512
P40327	Q06708
Q05543	P52488
P46985	Q00955
Q12186	Q04867
P28004	P39735
P18239	P29469
P14127	P40963
P32629	Q12033
P32829	P21734
P29056	Q04031
P51998	P53094
Q12373	Q6Q546
P10961	P32943
P38772	P53313
P25637	P36009
Q12334	P34233
P21374	P38822
P0CE41	P53220
P47064	P33333
P32657	P89102
P31688	Q03784
Q06623	P25344
P38920	P40858
Q08956	P33201
P40335	P26309
Q06678	P36108
P40358	Q06091
Q05568	P53316
Q02199	Q12013
P49687	P29340
P40340	Q00416
P32500	P27344
P53834	P38816
Q04924	P06701
P46946	Q12451
P36118	P46963
P39685	Q07807
P40449	P40970
P15646	P27466
P36532	P32381
P27637	P07256
P53313	P52919
P38218	P47088
Q12107	P40016
Q08921	P38304
P32794	P25453
P38766	Q03920
P38783	P39515
Q02771	P33331
P12688	P49089
Q03433	Q03829
P20053	P31386
P33775	Q04603
P38300	Q08622
P34230	Q00245
P27796	P40065
P52919	P38149
P38111	P53734
Q08966	P53959
P20438	P25579
P53250	P13856
