P48563	P25348
P32807	Q06287
Q03897	P38891
P16522	P36037
P38217	Q3E744
P34077	Q12341
P48581	Q06211
P33419	P47068
Q12416	P22035
P53253	P28274
P53721	Q07921
Q03661	P32580
Q12345	P40339
P25632	P0CY09
P48562	Q05931
P38291	P38341
P41810	Q03769
P17123	P40016
Q03338	Q06263
P54785	P47083
P21771	Q07084
P08539	P33416
P53267	P41910
P32604	Q08732
Q12308	P40958
P53253	P40561
P43593	P32873
Q05930	P47167
Q04368	P40975
P06782	P34077
P46675	P43558
P33308	P53096
Q00246	P17157
P36049	P40955
P47027	P41911
P47141	P53096
P48412	P33411
P57744	P32639
Q12486	P39944
P00175	Q3E7Y3
P53135	P36130
P31373	P49089
Q12277	P40364
P38217	P20052
Q12440	P22007
P40987	P47075
P47822	P38138
P31383	P49018
P04803	Q05946
Q02642	P38341
P41940	Q01448
P39984	P53145
P36152	P19358
P36108	P53079
P53152	P38193
O60200	Q05779
P32591	P27344
P32874	P20433
P38879	P40558
P47821	Q06506
Q06096	Q08281
P06243	Q12342
P45978	P22204
Q06405	P53267
P40515	Q01476
P25369	Q07533
P12687	P38242
Q07541	P47171
P46947	P36041
P07213	Q12071
Q99359	Q05775
P20437	P26309
Q06287	Q04461
P40072	P34224
Q03533	P25302
Q12123	Q12445
P41909	P41896
Q99189	Q08726
Q08214	P36126
Q99247	Q12434
P32361	Q03162
P08524	P32839
P54199	P38072
Q01389	P39011
P89114	P32892
P53277	P40368
P35210	P53080
P40851	P32471
P38874	P38798
P32445	P47086
P15367	P36017
P53930	P53011
Q12038	P53289
Q12457	P12868
Q02516	P32897
P40530	P38249
P53859	P07261
P53068	P40991
P25451	P25605
P27636	Q02948
P22139	Q04341
Q12449	Q06410
P0CX30	P40087
Q12028	Q12749
P36131	P12687
P30775	P45976
P35191	P38333
P39937	Q12038
P50102	P40098
P40302	P15424
P20052	P32608
Q08278	Q06469
P46954	Q06672
Q02776	Q12164
Q02486	P38920
P36145	P33891
P38153	Q12369
P32897	P19736
Q12158	Q99258
Q00618	P38121
P43598	P19073
Q12298	P08468
P38341	P53953
P33417	Q04693
P10662	P39980
P47141	P22204
Q03661	P32844
P50087	Q99257
P54999	P13382
P04385	Q6Q560
P38788	P53390
Q92325	P02406
P28495	P17123
Q02354	Q06217
Q08550	P53115
P53890	P12688
P53108	P32335
P48412	P40858
P50110	Q03330
Q03280	P0C0V8
Q02260	P53965
Q07980	P07260
P20484	P47170
P39522	P53218
Q00723	P40066
Q02950	P25043
P41814	P21264
P48360	P53250
Q07458	P25369
Q12019	P09798
P25579	Q04370
P54785	P04385
P46965	P53179
P53507	P32461
Q08281	P32367
P33298	P48563
P19262	P32910
P39727	P34758
P36104	Q12509
P38927	P40495
P39083	P53550
P19812	Q08749
Q07979	P47141
Q04839	P11632
P52488	P53104
Q07395	P32473
Q01919	P43594
Q12248	P38285
P35178	Q03769
P25294	Q03124
P43597	P05986
P52868	P53849
Q06675	P32357
P10862	P32588
P07834	P17967
P14747	Q06697
P25293	P48566
P36057	P38862
Q03016	Q08831
P00854	P13382
P47976	P36131
P53734	P19454
P38251	P48606
P53271	P32367
P53742	P32803
P53184	Q02205
P32588	P24482
P18410	P38958
P46655	P30665
Q08932	P46989
Q07807	Q05580
Q08281	P48524
P38270	P32342
P25298	P12688
P32902	Q12221
Q12453	P38700
P36775	P39730
P38349	P38738
Q12050	P39704
P25382	P40005
P25385	P0CS90
P53632	Q12440
P41318	P23561
P40164	P18496
P53254	P24814
P41546	P53866
P02294	P22219
P53220	Q05029
Q12389	P32844
Q08981	P38829
P53875	P34230
P27882	P40098
Q03769	Q06623
P32566	P43586
P32829	P40359
Q06156	P25369
Q12417	P38065
P18759	P38305
Q04067	Q06836
P32505	Q6Q560
P38291	Q06709
P40480	P20438
Q3E835	P47122
P38869	P07262
Q07454	P22146
P53311	Q01722
Q06106	P36012
P36519	Q08004
Q12224	P40858
Q03338	P53599
P22139	Q08162
P31244	Q04338
P14907	P14906
Q06005	Q08287
P38958	Q00776
Q02908	Q12033
P38228	P38682
P32610	P38356
P38429	P43564
P40157	P25651
P23201	Q04712
P53378	P34078
P43132	P0CX30
P38856	P38826
P15367	P25591
Q04894	P32569
P40466	P47035
P46988	P17555
P38624	Q12230
Q06640	Q02100
P30665	P53734
P35127	P40084
P39007	P31688
P53863	O13329
P38791	P53874
Q04311	P33420
P28274	Q02784
P37838	Q12060
P29461	P23615
Q03429	P48564
Q08273	Q07930
P36119	P22354
P25651	Q00539
P41805	Q04739
P24276	P40043
P53096	P12687
P39076	P33308
P13433	Q02950
Q03868	P48363
P32589	Q04693
P13517	P53070
P32585	P53076
P40325	P29539
Q03774	P34078
P57743	P40098
P33892	P25616
P38886	P41808
Q12344	P43583
P69771	P38260
P53953	Q08689
Q08646	P40212
P32288	Q06169
Q08622	P36048
Q12420	Q02753
P53152	P25294
P53953	P25582
P21374	Q03829
P25588	P20485
P35997	P43639
P07259	P53256
Q06506	P22803
P46948	P04911
Q03323	P32570
P32485	P38634
P05030	P89102
P38207	P53911
Q04272	Q02948
P32773	P32566
P07257	P31373
P13517	P12611
P41695	P11632
P33298	P39705
Q3E705	P40562
Q04377	P53150
Q12146	Q06224
Q6Q547	P43122
P39524	P19145
P16862	P47057
P32610	P47089
P38247	P48240
Q02890	Q08444
P22804	P00360
P53935	P14908
P35194	Q07821
Q12421	Q04599
P53549	P37262
P18562	Q08162
P38785	P05737
P38801	P39875
Q08921	P02557
P41800	P50101
P48232	P29366
P16370	P38270
P43596	P32581
Q07541	P47081
P29465	P54787
P53220	Q04080
P53137	P43588
P28817	P53250
P53550	Q02457
P40994	P25441
P21771	P18888
P11747	P53849
P31539	P48606
P39936	P53323
P33416	P18239
P34072	P38236
P48589	P43321
Q12389	Q04500
P09201	P54074
Q04080	P23059
P43583	Q01855
P38431	Q12344
P0CX30	P23639
P38757	P47171
Q02753	O74700
P40003	P39935
P35178	Q99394
P51998	P18898
Q07533	P00899
P39078	P38341
Q04867	P57744
P20053	P36009
Q07794	P53140
P07266	Q08963
P47054	P41695
P38630	P38199
P40339	P10962
P17558	Q12509
Q06625	P57744
P53129	P35056
Q07845	Q08818
P23900	P32364
P34218	Q08387
Q12495	P12686
P34110	P25366
Q06218	Q12192
Q12361	P34166
P28004	P47113
P40856	Q12341
P40045	Q12318
P50946	P38960
Q05931	P40581
P39520	P39104
Q08962	P53197
P25357	P40316
P32480	P52917
P38714	Q04228
P53327	P34909
P29340	P0CG63
P34909	Q04183
P35191	P53079
P22204	P53185
P07269	Q3E7B6
P33759	P54113
Q03162	P41834
P01149	Q00916
P38218	P41819
P53552	P19880
P38307	P16622
P41813	Q12315
P36057	P53911
Q05931	P29496
P47089	Q04377
P36053	Q12486
P34167	P53843
P49018	Q99314
P38833	P32897
Q12314	P40571
P28495	P09798
P53032	P39995
P05737	Q06673
Q04964	P33753
Q12420	P53256
Q12163	P11075
P40555	P33750
P40975	Q04003
P36019	P35732
P20967	Q12245
P47135	P41832
P40003	P06786
P41901	P50106
P37297	P39517
P23641	P38352
P11325	P18496
P33759	P37291
P24482	Q08553
P23561	P32447
P40486	P29496
P08018	Q06525
Q12024	Q12016
P32832	P53140
Q12277	P36119
Q04401	O60200
P53871	P53617
P32527	P48589
P52868	P36145
Q12176	P40571
P40554	P53861
Q06337	P28005
P41695	P40185
P32490	P38138
P36531	P89102
Q03735	P32500
P38344	Q08754
P40059	P26754
P40348	P49960
P23642	P04449
P47093	Q03016
P40066	P07260
P28496	P39969
P22289	P33330
P50105	P49687
P38871	P15703
Q08873	Q06108
P38149	Q08273
P27466	P40217
Q08963	P38257
Q02260	Q12754
Q07454	Q03829
Q12156	P40314
Q06109	P32839
P23179	P38111
P14126	P32904
Q04087	P47081
Q06336	Q08817
P14680	P12945
P06242	Q03406
P38866	Q99380
P50109	P48589
P32502	P32463
P29478	P41896
P48589	P18634
P39998	Q07532
P32495	P40468
P38959	P10174
P40955	Q03687
P43321	P07249
P32849	P32793
P36526	P40558
P38958	P38316
P22855	P32367
P25491	P40079
P04387	P53267
Q03660	Q3E846
P53326	Q12033
P20107	Q12181
Q08920	P53914
Q06103	P13434
P25369	Q12024
O13525	P38960
P53849	P53096
P40462	P38242
Q06162	P25038
P40567	P00817
P38928	Q99325
Q06810	Q03020
P38110	Q07845
P40492	P27637
P21339	P15790
Q04183	P25299
P36053	P41808
Q00362	P47011
P36149	P39935
P54113	Q06449
P07390	P24276
P06839	Q08773
Q04183	P07342
P38912	P32432
Q07800	P32617
P33299	P14120
P69852	P40342
P38785	P47086
P38207	P12954
Q12292	Q12445
P40316	P38791
P47821	P48240
Q01722	P20447
P21306	P53196
P53148	Q05942
P00817	P05756
P41834	P40961
Q08683	P32795
P40344	P24280
Q12175	P53733
P32909	P32841
Q02948	P39946
P53877	Q12298
P38637	P40061
P40511	Q12038
P39928	P52491
Q02206	Q00381
P11978	Q01589
P38844	P38738
Q01926	P32618
P38861	P24867
P38922	O14464
P39742	P53604
P46672	Q12072
P34221	P25336
P11745	P20457
P36147	P43594
P0CX50	P43588
P20437	P07252
Q07930	P40512
Q12199	P39984
Q04636	Q05040
Q12271	Q12338
P15646	P53769
P40515	P04039
P53722	P38785
Q02931	P53061
Q12341	Q12363
P38785	Q01477
P50090	Q08199
P10869	Q06142
P40449	P43554
P40075	Q12018
P11076	P32347
Q12196	P87262
P53272	P38326
P25635	P53633
Q12403	P31412
P53736	P25605
Q06511	P53189
Q99216	P53877
P08153	P38120
P07286	P33749
P53893	P10664
P14741	Q12471
P50623	Q08561
P25342	P53140
Q3E846	Q03973
Q05670	P22141
P40318	Q03497
P33767	P46951
Q04003	P48510
P48415	Q06168
P40069	P32558
Q12280	P17255
P81451	P38217
P48510	P32799
P36094	P38696
Q03338	Q04651
P29469	P53735
P33297	P40080
P54786	P53202
P34253	P47005
P12954	Q12379
P38912	P38957
P40965	P48589
P41903	P38333
P31539	P32600
P10662	P33895
P25270	P40362
P32288	Q04949
P00330	P19659
P53094	P47128
P40087	P25298
P32578	Q12416
P50113	P41903
P06105	P21372
Q04341	P19263
P34110	P49018
Q08685	P48564
P25045	P01097
P32458	P38748
P38931	P15938
P40077	P39676
P07267	P53724
P25693	Q12348
Q03957	Q08471
Q03973	Q12033
Q03897	Q99359
Q06525	P00830
Q03957	P47135
Q05024	P53965
P28005	P20134
Q06834	P10080
P20053	P48232
Q12464	Q03920
Q08226	P32499
Q06708	P38910
Q12060	P47076
P34237	Q07921
P53061	Q03010
P20434	P53125
P23337	P38688
P40554	P00410
Q12446	Q05930
P42949	P25656
P40495	Q03973
Q12114	P39011
Q08685	P40512
P38182	Q05027
Q02159	P14904
P47123	P53390
Q04636	P43621
P20052	Q05919
Q06668	P38208
P53318	P38910
P34072	P17629
P38737	P40154
P38911	P53152
Q06389	Q12146
O13297	Q03761
P17214	P53311
P38328	Q02455
P12962	P40364
P53855	P41834
P49334	P47019
Q03435	P25656
P39720	Q08920
Q3E7Y6	Q99181
Q06251	P34230
P87108	P19145
Q07953	P39521
P53061	P32799
P53271	P35184
P38991	P53032
P07249	P48237
P32334	Q12308
P53248	P40975
P04050	P40157
P25584	P36533
P38149	P05318
Q12134	P38989
P34078	P38300
P38910	Q07442
P40452	Q12229
P53317	P32524
P49960	P10964
P16387	P41807
Q12406	P43618
Q06211	Q06697
P40469	P40693
Q03944	P39081
P36116	Q00764
P35191	P38112
Q12229	P53086
P54787	P20676
P53851	P53165
Q08553	Q03735
P40340	Q03212
Q12395	P04037
P52593	Q07541
P40089	P47111
P36095	P40413
P40045	P40072
P15703	P53959
P21691	P32387
P47077	P06103
P19524	P46989
P43591	P53246
P41543	P10823
Q06580	P53732
Q08561	P36016
P32481	P15019
P42838	P25038
P37293	Q12000
Q06675	P10664
P53847	Q08214
P38247	P22470
Q08444	P39998
P32580	P53600
P41813	P40043
P14284	Q08561
Q12157	Q05949
Q12514	Q06709
Q04359	P32502
P47061	P38212
P33304	Q02803
P53897	P22515
P30775	P38265
P09798	P39522
Q06677	P40460
P32945	P38633
P40066	Q12248
Q12059	P32602
P12754	P18410
P40077	P53743
P32910	P40480
P51534	P53633
P32897	P11076
Q06405	P19812
P48589	P39965
Q04003	Q02336
Q03834	Q06835
P25045	P40038
P40016	Q03713
P41695	P48569
Q6Q546	P09119
P53202	P34241
P17255	Q08649
P53010	P40048
P40084	P42844
P40059	Q03496
P25336	P32599
Q06236	P23724
P32335	P05626
P32829	P32585
P46964	P39929
P36012	Q07794
P43583	Q99278
Q06178	P32605
P15790	P57743
P01097	P28004
P38328	P40348
Q3E6R5	P53198
P23724	P18239
Q04599	P43597
Q01939	P21957
P38427	P53157
P32800	Q12527
P53628	P40202
P53933	P53853
P40565	P07266
P22336	Q12345
P53881	P38624
Q99181	P40029
P23900	Q12285
Q03012	P35203
P03879	Q12369
P40089	P27999
P81450	Q12311
P36041	Q04373
Q06005	P40187
P36532	P39076
P40217	Q05931
P32523	P32526
P40469	P09232
P22219	Q06629
P22804	P39076
Q12168	P07260
P46963	Q04632
P25626	P21771
P38927	P38349
P38130	P49956
P32807	P28007
P23639	P38844
Q04749	P38193
Q06324	P15179
P20424	Q00684
Q12211	Q12425
Q12416	Q12146
Q07978	P53188
Q00711	P38326
P32578	Q06096
P61829	P53165
P38328	P36121
Q03785	P38241
P38928	P35197
P38819	P37366
P38249	P22515
Q02796	P32354
P21576	P08067
P30771	Q03899
P32793	P47149
P36100	Q08281
P38770	P33421
Q02969	P41895
P32494	P53874
P30822	P02992
Q05040	Q06251
P41896	P53251
P39925	P47093
P21576	P39079
P22336	P40156
P00924	P53148
Q00416	P39009
P38829	Q12417
P53189	P26783
Q03790	Q06580
P05694	P26637
P41695	P40465
P38111	P40005
Q3E705	P46951
Q08601	Q12530
Q05541	P53044
P35193	Q03012
P20049	P40856
Q05942	P08466
Q12308	P36083
P52919	P40960
P40007	P38798
P38738	P38784
P13259	P25386
P35191	Q03630
Q12165	P32502
Q07395	P07284
P39013	P57743
P38153	P29465
P47124	P32495
Q08622	P53067
P36159	P38065
P23337	Q12510
Q99278	Q06568
P32597	Q12055
P14164	P25348
P53168	Q12416
P53718	Q05775
Q05949	P53871
P32776	P53250
P15274	Q08235
Q02774	P32939
P48562	P46959
Q06336	P46673
P33760	P32378
P12684	P36041
P11927	P08964
P32618	Q03735
P41543	O13329
P47025	Q12411
P53335	P32525
P49686	P36533
P11972	P38247
P38833	Q04697
Q06106	P54785
P14747	Q08412
Q12297	Q04781
P17967	P23642
Q99344	Q12192
Q99189	P53251
P43579	P38080
P53137	P39077
P00445	P32500
P18888	P38825
P38636	P04039
P43572	P32895
P32357	P40969
P05986	P16140
P33419	P43639
P25638	Q12024
Q04461	P32803
P54999	Q08754
P47074	P47037
P38844	P35997
Q08273	Q04779
P07261	P33332
P25046	P40096
P26793	Q99234
P29465	P38313
Q00539	Q08214
P36017	P40858
P13434	P40577
P54999	Q12234
P53858	P39968
P39952	P38915
P53207	P36009
P40479	P47123
P40456	P38222
Q07540	Q07807
P23833	Q03430
P32873	Q12314
P36532	P32844
Q3E7B2	P33421
Q12246	P09119
P07266	P38953
P33750	P53911
P40495	P41901
P38623	P40048
P41812	Q99314
P38333	P48415
Q08561	P45976
P53250	P40961
P13186	P47821
Q06640	P39076
P32599	P38237
P32599	P48360
P38692	P52593
Q08179	Q04511
P32854	P53897
Q00245	P25586
Q02630	P34217
Q02776	P46947
P08432	Q03834
Q08981	P07276
Q03096	P41318
P48562	P36526
P18759	Q12343
P09798	P38300
P08432	Q06164
Q08553	P18480
Q12072	Q06604
Q06819	P52960
P32497	P43565
P22470	P53974
Q08562	Q05776
P53040	Q03018
P32629	P38871
P39081	P21771
Q04693	P10622
P32342	Q08754
P39538	P43573
P46947	P32349
P54115	P32591
P47037	Q03829
P39938	Q06706
P40075	P41807
P12866	Q08412
P40352	P53008
Q01329	P07276
Q03063	Q03579
P40094	P38789
Q12242	Q03361
P34072	Q3E705
P47166	Q02642
P39706	Q06263
