P22438	P32461
Q12060	P47180
Q04545	P42939
P15179	P28274
P07248	Q12040
Q08144	P53937
P53912	P16639
P15790	P50109
P40547	P48238
P38140	P32916
P17261	Q02202
Q08281	Q08361
P38794	P38689
P38238	P09007
P38169	P29340
Q12123	P39008
Q06688	Q06644
Q12746	P04710
P38346	P25607
P47077	Q03834
Q12036	P46985
P53256	Q12206
Q05676	Q12315
P10823	P33323
P50111	P40078
P53947	P36157
P39704	P50105
Q06159	Q12180
Q06673	P40063
Q08278	P19955
P43321	P32786
P40413	Q02875
P21147	Q06702
P47046	P22579
P50112	P32797
P47045	Q08023
P38772	P25808
Q12236	Q06001
P24783	Q08422
Q05672	Q08646
P51401	P25502
Q02939	P05750
P38148	Q00582
P38687	P40066
P21957	Q04322
P32047	P33310
P32567	Q05031
P38604	Q05506
P32323	P31386
Q06817	Q03750
P18759	P0CE00
Q07688	P32523
P40093	Q02651
P14905	Q2V2Q3
P50623	P25613
Q04947	P32855
Q02206	Q03690
Q05949	Q12196
Q12459	P37291
P39525	P39006
P25378	O13329
P36165	Q12439
P16521	P20967
P39978	Q05015
P32798	P34240
P40462	Q08904
P27472	P49166
Q12252	P35729
P38225	P38696
P03873	Q05515
Q06188	Q08957
Q08226	Q06328
Q03088	P08153
Q12425	P28789
Q01684	P15454
P36163	P38157
P43575	P20840
P40468	Q07843
P36145	P38075
P53847	P38740
P34237	P43637
P40310	P53109
Q05998	P25615
P47017	Q03667
Q08991	P07262
P47107	Q08484
Q12133	P16661
P36001	O13535
P38427	P50091
P13181	P34226
P47025	P40036
P32772	Q12387
Q03496	P0C2I9
P38784	P43579
P40434	Q04364
P22353	Q12361
Q12373	Q02786
Q03362	P20484
P43557	P38324
P32772	P32849
P32191	P03881
P14922	Q03388
P27697	Q07468
P40532	P53172
Q04049	Q3E786
P15646	P27929
P39990	P38176
Q02887	P07273
P53121	Q07458
P31115	P38892
Q12407	P33203
P39685	P38231
Q3E747	P06843
P06777	P39943
P37291	P30777
P32795	P48606
P25631	P22580
P43623	Q3E795
P43573	P53230
P25042	Q12469
P35194	P42846
P25612	Q04429
P31787	Q08412
Q3E843	P25294
Q03327	P52917
P38243	P32602
P36096	P32466
P40260	Q02889
P25354	P40992
P32795	P43560
P11914	P32564
P25351	Q3E842
P38112	P37297
P36024	P53157
P53076	P38851
Q08760	P38829
P53135	P41814
P40056	P38728
P53315	P32602
P33748	P53946
P35198	P32559
P19541	Q07895
Q12393	P40545
P47172	Q04272
P35844	P14242
Q04869	Q3E776
P53078	P25619
P53718	P81451
P28004	P09064
P34248	Q08970
P00424	P53552
P32806	Q12349
P32606	P52290
Q05497	P32580
P47051	P36012
Q9P305	P53196
P25579	P38069
P20840	Q03790
P0CE69	P53752
P53378	P25604
P21268	P38830
Q12372	P43540
P53169	Q12028
P20435	P33317
P35201	P38792
P10869	P21538
P32913	P46965
Q03760	P39081
P40339	Q08144
P0CE68	P47164
Q12192	P38079
P53189	P28240
P42936	P27825
Q04228	Q06390
P39538	P07236
Q04066	Q02205
Q02754	P41834
P39685	P53274
Q03758	P04173
P39010	P40345
Q03036	P53920
Q08496	Q12690
P36022	P38731
Q07350	P22136
Q3E739	P53854
P32790	P47048
P40032	P32566
P38722	Q07923
P36086	P14724
Q05164	P38698
P47103	P47126
Q03373	P07278
P22134	P47026
Q3E7Y4	Q06685
P53154	P16639
Q99220	P19146
P53832	P47039
Q99312	Q12377
Q12000	P06633
Q08622	Q12405
P38751	Q99176
P32776	P0CD98
P32774	Q07729
P38953	Q07821
P53192	Q8TGJ3
P36044	P38293
Q12287	Q06163
P38915	P0C289
P32599	P38615
P11792	Q3E842
P20447	Q03525
P36017	P28320
P36157	P00401
Q12066	P28273
P39535	P48566
P80428	P53072
P09232	Q04779
P38242	Q3E7Y4
P25382	P12954
P25612	Q04898
Q3E7Y4	Q03768
P46985	P17555
Q03010	P39109
P01094	P04840
P06243	P20050
P11325	P32447
Q12355	P35691
Q08162	P40084
P04817	P40473
Q07978	P38925
P41800	P54837
P00812	Q2V2P3
Q12182	P12945
P07261	P47185
Q07648	Q12260
P37263	Q07533
P04912	P57744
P53338	Q04311
Q08959	P11491
P03881	P05743
P39943	P32493
Q3E758	Q12415
P36775	P0C2I3
P40890	P34251
P46674	P32603
P38263	P33413
P25515	P25389
P28004	P41809
P19956	P34246
Q02961	P38844
Q12098	P47048
Q12298	P33324
P33327	Q02959
Q03792	P53167
Q12472	P32916
P38902	P47176
P36094	P0CF17
P14772	P24276
Q01766	P38699
P11633	P0CD91
P38794	Q05949
Q12289	Q3E752
P14066	P38719
P10356	Q04969
Q03941	P26786
P40019	Q06350
P35180	P42900
P11927	P24871
P42944	Q03677
Q04049	P29952
Q08949	Q06683
Q12395	P40529
P38304	P15732
P32364	P32461
Q12361	P40454
P32944	Q07651
P46949	P38757
P28007	Q05521
Q05123	P40019
Q6Q560	P31376
P40965	Q08887
Q06188	Q04835
Q08580	P32939
P40366	P27616
P40367	P53330
Q02196	P32469
P06100	Q9P305
P32335	P38693
P06208	Q03976
P38210	P00175
P40078	Q08749
P40395	P42847
P33307	P46959
P43619	Q08955
P52923	P48363
Q12442	P28795
Q05809	Q12400
P36057	P28272
P40479	P40544
P47033	P28777
P47005	Q12350
Q06410	P31115
P38927	P36084
P38877	P32612
Q08580	P38790
P14682	P38273
Q12297	P10080
P47065	P34160
Q02598	Q12346
P36100	P25635
P09064	P39971
P25296	Q04935
P47161	P38426
Q3E810	P33753
P40064	P32522
P38809	P38238
P36130	Q8TGT7
Q07887	P40545
P22517	Q05827
P53209	P47172
P38324	P35176
Q08438	Q12487
P39970	Q05022
Q99326	Q08176
P25591	P53251
P28273	P00427
P40985	Q07950
Q05016	P47095
P39014	P38328
Q04749	P39718
P14736	Q02574
Q12523	P22438
P25559	P40579
P36116	Q08579
P38862	P40582
P32496	Q03920
P40069	Q05789
P40548	P50080
P41940	P53861
Q03020	Q12324
P40449	Q05874
P38087	P27809
P38785	Q06102
P38636	Q06668
P18411	Q04401
P20604	P38292
P40050	Q12365
Q03213	P53950
Q02820	P38783
P53904	Q07623
P00401	Q3E7C1
P20050	P53754
Q3E767	P25502
Q02651	P53070
O13559	P41815
Q03018	Q12493
P20484	P54786
P13185	P40151
P43586	Q12151
P17121	P53260
P47818	Q05533
Q05016	P04161
P26364	P36078
P43563	P28005
P32621	P0C2I9
P38181	P38276
P42840	P36097
Q12026	P11353
P38763	Q04170
Q08726	Q03306
P26637	P47114
P34218	P47148
P53032	P53912
P38876	P80667
P47168	Q08045
Q06709	P38803
Q12697	P32357
P89105	P53171
P25846	P0CX09
P41318	Q05790
Q12351	P40070
P85052	P39974
P36525	P47001
Q07505	P25453
P53099	P19541
Q02767	P53242
Q06139	P38635
Q04935	Q02786
P53312	Q06201
P38798	P43620
P15108	Q03824
Q08278	Q06639
P32363	Q12074
P32837	Q12106
P40086	P35727
P25372	P19263
Q04978	Q08271
Q03900	P50078
P39076	P40965
P53541	P47034
Q06177	Q08968
P38823	Q06630
P35210	Q99287
Q07993	P25359
Q12341	Q05791
P40509	P19097
Q12745	P40476
Q12298	P38746
P47072	Q08182
P32494	Q00947
P07263	P11632
P14291	Q12367
P39931	P06244
P40487	P15436
P32830	P69851
Q03433	Q03016
P48589	P41818
Q08692	Q08693
Q08646	P32639
P40187	P25040
Q04410	P38069
P38085	Q07923
Q12016	P23201
P38972	P38306
Q12082	Q08723
P08456	P16550
P05748	P38858
Q12003	P34253
P42936	P40007
Q05827	P28273
P32378	P38202
Q08930	P19881
Q8TGQ7	P40985
P13181	P40552
P32500	Q02608
P38358	P40003
P38169	Q12508
P38922	P38953
P53718	P53749
P37262	P47084
Q08471	P25612
P41813	P47007
P34161	Q08412
Q07532	Q05610
P53309	P27466
P16467	Q12500
P53271	P38244
P30605	Q08981
Q04373	Q06668
P19211	P32564
P36024	P42950
P32338	P25593
P38798	Q04053
P36084	P47124
P40054	Q08236
P53071	Q3E792
Q6Q5H1	Q03900
P38763	Q12233
Q06704	P38340
P38806	P39706
Q07978	Q02983
P09435	P53239
P53171	P53173
Q02648	Q06672
Q03177	P38792
Q03792	P30606
P34218	P38353
Q12108	Q12244
P53933	P38776
P52870	P00410
P47131	P38745
P40568	P06115
P17123	P52891
P14736	Q12110
Q03759	P46948
P04387	P52868
Q05635	Q08361
Q06680	P53158
P38244	P41318
P19073	P13259
P23292	P18414
Q02883	P38198
P38876	P00635
P42934	P47141
Q05881	P40356
P10663	P02381
P32904	P35183
P39965	Q12214
Q07963	P23500
P53855	P33330
P33317	P38226
P35177	P32841
P38128	P42223
P24384	P08458
P53150	Q12392
P39101	P36532
P38688	P38155
Q2V2P3	Q06071
P05744	P53327
P54780	P54113
P32857	P50105
P14907	P53210
Q02196	P38163
P38692	Q02863
P32489	P25377
P40825	P43634
Q04585	P36157
Q05518	P17076
P07269	P40468
Q04638	P53235
P51534	P24867
Q04336	P25044
P38157	P40560
Q03799	Q12276
P06838	P51533
P53299	P09457
P53313	P25628
P47822	Q12453
P52924	P39744
P14126	P23292
P33202	P53223
P33767	Q3E7X8
P36528	Q04660
Q06702	Q06604
Q8TGT3	P42947
P32580	P06115
Q12420	Q08641
Q3E796	P38995
P27616	P36046
P40523	Q12387
P36056	P28263
P46983	Q12179
P39011	P47821
P40106	P40013
P36121	Q03148
P47022	Q12273
P39976	Q04471
P32565	Q03080
P25639	P14843
P38915	Q08322
Q12121	P04819
Q12330	P32288
P40585	Q6Q5P6
P54114	Q12734
P31383	P53876
P11914	P40204
Q08702	P0CS90
P38326	Q06010
P38143	Q06822
P53857	P36081
P00330	O13329
Q12473	P33413
Q03388	P00927
Q03362	P38312
O13547	Q04458
Q03667	P23285
P38213	P38174
P41810	Q12507
Q6B2U8	Q08322
Q03144	P30902
Q12439	P53036
Q04002	Q12363
P32786	P38071
P37291	P40364
Q04005	Q08444
P40477	Q12361
P11792	Q01560
P53330	Q07786
P53723	Q03920
P40028	P38216
P53141	Q06819
P42845	P38321
Q03655	P43588
Q03718	Q12033
P53265	P27637
P25354	P53281
P53892	P52867
P32329	P50107
Q99231	P00420
P49687	Q06512
P16521	P32495
Q04372	P38790
P53298	P53009
P40548	P32178
P38888	Q06683
P53983	Q02969
P53230	P53234
P52910	P40535
Q06349	P53329
P36162	P05066
P07251	P25340
P38987	P38867
P42222	P12684
Q08910	P09457
Q06151	Q08748
P53914	P38741
P36049	P32377
P43537	Q08280
Q08960	P40514
P25343	P36097
P21269	P00812
Q06211	P18412
P35845	P53750
P21372	P38114
P38114	P53687
P12630	P53228
Q12191	P25348
Q04600	Q07988
Q08683	P38219
P53080	Q05648
Q12136	P40360
Q05778	Q06485
Q3E796	P18238
P40484	Q07623
P41940	P28240
P36053	P34227
P36137	P38265
Q12012	P36084
P41814	P14682
P32561	Q06204
Q12431	P40485
Q07508	P04821
Q04749	P53172
P34111	Q01722
P53949	P32337
Q06405	P32332
P26798	P10592
Q12520	P40206
P22147	Q12490
Q03735	P32622
P38232	P35732
P14291	P36163
Q3E7Z1	P25373
P53246	P14020
P38702	P38785
Q04177	P38754
P38721	Q03695
P02829	P53156
P53334	Q12751
Q08187	Q12163
Q12159	P20050
P38827	P53065
Q08282	Q04748
P53769	P38716
P43614	P40489
P32480	P33893
P52868	Q05827
Q12398	P53983
P47009	P40156
P53169	Q12310
P32805	Q08951
P24031	P43598
P38145	P22515
P38315	P38523
P27692	P38894
P53981	P25045
P53343	Q08907
P13382	P40045
Q04847	Q08422
Q03656	Q03920
P37020	P12754
Q12003	P38110
P38285	Q12446
P39683	P40567
Q12454	P47129
Q12468	P53238
P40585	Q12438
P28004	P40312
P53583	Q12754
P40079	P40519
P40309	P29478
P30771	Q04364
P38967	P38848
Q12259	P33313
P07260	P09457
P38590	Q06409
P34223	P14693
P22137	Q12108
P50105	Q05584
P00360	P40528
Q02642	P56508
Q07748	P42951
P53250	P53904
P53833	P46954
P38986	Q08991
Q08601	P41939
P32528	P42948
Q12532	Q04935
Q06148	P38297
Q12114	Q8TGU7
P40086	P53733
P35192	Q02733
P38329	P38312
Q03503	Q02889
Q06839	Q08361
P38929	P31111
P54730	P89886
P46989	P53733
I2HB52	P14905
Q12013	P39012
P25591	Q07904
P54860	Q99315
Q06706	P32862
P53725	P25040
Q12470	P53951
P53964	P23643
P40206	P53251
P24783	P53270
P52867	P38961
Q12160	P42842
P00127	P21375
P32378	P40066
P39997	P47089
P53153	P42222
P07258	P32561
Q06346	P05740
P38891	P36775
P38740	Q08647
P18900	Q12222
P09733	P38260
P38877	P29029
P00890	Q12041
P40509	P23833
P43567	Q08984
Q06672	Q2V2Q1
P32349	P32600
Q12355	Q03406
P53295	Q02775
P27999	Q3E7B7
P38628	Q06469
P38312	P32317
P36064	P53119
Q12497	Q04377
Q04658	Q08844
P21182	P21691
Q02773	Q12127
Q08032	P15202
P38929	P07236
Q04372	Q03954
P40058	Q03981
P32807	P32449
P39728	P43551
Q04930	Q05930
P06779	Q07084
Q04338	Q02825
Q99220	P20604
P33331	P40339
P36139	P32802
P40518	P23900
Q12370	P32332
P32381	P35187
P05740	P53064
Q07830	P38827
P53631	P38229
Q06405	P34234
P40208	P53958
P40342	Q12085
Q06287	P33314
P42843	P40353
P18496	P80428
P25637	P25357
P33309	P08019
P53738	P43610
P46655	Q12745
P39540	P53293
P36527	Q03063
P25566	P38731
P40545	P53877
P11325	Q12063
P07261	Q08218
P20053	Q12452
P43597	P40154
Q12251	P42839
P43581	P38801
P04039	P33895
P32605	Q08693
P53604	P36160
P21182	Q05892
P39992	P32607
P35731	P41816
Q06702	P39956
P43637	Q03795
P40360	Q00955
Q9URQ3	Q07532
P20484	P69851
Q00055	P16862
P53306	Q12049
Q06163	P38904
P38116	Q12355
P47180	P39974
Q3E840	P06700
P40478	P53330
P36102	Q3E7X8
P0C2I8	P22855
P25615	Q06200
P40467	P53960
P32902	P38131
P53909	P48526
P38804	P40538
P46972	O13527
P38334	P53258
Q02721	P11792
P53145	Q12754
P47182	Q12256
P36117	P40413
P46995	Q12000
P40494	P38788
P53904	P0C074
Q12317	P06839
P69852	P00927
P26343	Q3E744
P53264	P46990
P41818	P16120
P42846	P47035
P22134	P16603
P32349	P53906
Q04182	P47030
P39734	Q12334
Q03691	P25612
P13586	P34072
P38304	P10614
Q3E790	P40026
Q04773	P02407
P38615	P46974
Q03208	P15646
P41696	P38283
P53217	Q04233
P35197	P36077
P32491	P43596
P39730	P40572
P87287	Q05924
P40553	P10664
Q12178	P53686
Q08176	Q06336
Q12079	P35193
P47096	P38986
Q99321	P50080
O13535	P39715
P47101	P32332
Q03900	P38324
P12685	P0C2I3
Q03079	Q06252
Q3E6R5	P38361
Q06596	P53210
P43598	Q08273
P29465	Q05027
P47053	P43594
P16861	P38825
P34165	P35202
P32580	P16140
P43587	P33306
Q12748	Q06696
P47113	Q02100
Q3E825	P32331
P40344	Q3E7A4
P38280	P39014
P41920	P07263
P25354	P32776
P32471	Q04264
P32837	Q08966
P32783	Q08673
P53093	Q06199
Q05827	Q12254
P19158	Q96VH2
P25630	P53078
P35183	P38208
P32793	Q99181
Q12477	Q07950
Q07623	P37012
Q06686	P32499
P39724	Q99190
Q02884	P38714
Q03002	P53140
P38251	Q05022
P41815	P18962
P38153	P02406
P19262	P25443
Q01939	Q04728
P25043	P40019
P16649	Q04934
P38615	P36068
P18239	P07248
Q12343	P53285
P53122	O14455
P40564	P53145
Q06339	P36136
Q03981	P53938
Q12196	Q06142
P41815	P23797
P09733	P07261
P38110	P26343
P32388	Q8TGU8
P38689	Q12429
Q01532	P32485
P53054	P07143
Q3E7B6	P53159
P32617	P31373
P53331	P22517
P47158	P21771
Q05468	P23542
P40011	P39987
O14455	Q99258
Q04500	P89113
Q12044	P42937
Q92393	P38326
P47061	Q06389
Q12328	Q06681
P33331	P38682
P14680	P54780
P22204	Q08193
Q05998	P32602
P18544	P19097
P53309	P36124
Q12429	Q06412
Q12129	P46983
P47126	P32447
P36168	Q99344
P07807	P34909
P45819	Q02969
P40963	P27697
P23285	P53201
Q04182	Q12499
P53246	Q08581
P53335	P32858
Q04608	P38845
P02400	P38853
P22216	P32347
Q04603	P38080
P43587	P15436
P40156	Q08745
O13297	P53115
Q03735	Q02863
P39004	P53293
P06100	Q06010
P23293	P53754
P36132	P20050
P50875	P34072
P38227	Q12136
Q2V2Q1	P53267
P47054	P38253
P53108	P53974
P32381	P28006
P40483	P50102
P47176	Q04924
Q12516	P38992
P53270	P31412
P47976	Q12233
Q03124	P17122
P32529	Q12374
P38626	P53907
Q07950	P26793
P32263	P23179
P28006	Q08110
P15938	P47140
P53123	Q07660
P41057	P41809
P40186	P40360
P27614	P32461
P00572	P53088
P27929	P38825
Q03020	P09798
P40988	Q12272
P38738	P27466
P36517	Q08580
Q06144	P36068
P52490	P06106
P08678	Q08214
P16522	Q07821
P33302	Q05787
Q12457	Q07738
P01120	P54854
Q12017	P36005
P40050	P0CX11
P19881	P38927
P08018	P28004
P22336	P40522
P47150	Q08491
Q08287	Q04172
P38149	P24031
P53863	P53298
P32608	P53755
P41833	Q2V2Q3
Q10740	P49435
P53907	P07390
Q12118	P38822
P27514	P40460
P38859	P34252
P20606	P32559
Q06177	P53261
Q12453	P08518
Q04174	Q02771
P04076	P40496
P53184	P89114
Q03144	P40562
Q07978	P0C074
P41814	P32902
P38885	P47114
P40095	P38202
P43639	Q02455
P38837	Q08144
P11978	P03878
Q04924	P32590
Q12400	P33200
P51996	P08067
P53756	Q06135
Q04603	Q04601
Q04493	P05626
Q12402	Q04179
P32474	Q07953
Q04049	Q04500
Q12042	P10961
Q05166	Q03533
P53144	P06738
P09959	Q12230
P47118	P54885
Q08287	Q05635
Q12493	P05374
Q03012	Q08844
P36001	P40537
P39111	Q12751
Q03361	P36117
Q06489	P39014
P35127	P53337
P32900	Q12438
P32375	Q06011
Q01589	Q03434
P40366	P07280
Q03533	Q07821
Q03677	P32806
P39683	O74302
Q12121	P36064
Q06104	Q12350
P00937	P48563
P50111	Q05468
Q12067	P36006
P25606	Q12141
Q12112	P39974
P42073	P36113
P53952	P53905
P20447	P53102
P38167	P13181
P47079	P06704
P47023	P33324
P35996	P81449
P38042	P38989
P38197	P40499
P18414	P25349
P40506	P41813
P42934	P32790
P53427	P36115
P30665	P32454
P50088	Q99303
P40892	P21965
Q03798	Q12034
P03876	P32634
P38213	P47065
P07342	Q01939
P36009	P40056
Q6Q5P6	P25351
P38843	P53983
Q08226	P53732
P53868	P25491
P53966	P38971
Q06177	Q03208
Q03361	Q07878
Q12496	P53841
P25653	P47098
P53895	P39734
Q06011	P25348
Q04439	P40308
P39007	Q12523
P25332	Q03758
P40341	P38124
P41809	Q12320
Q05934	Q12446
P41816	Q04301
P53011	P27882
P53331	Q12350
P40476	P25379
P40484	P06701
P40990	P36057
P50111	P38353
P38858	Q04336
Q03104	P42837
Q07872	Q03289
P35197	P53032
P50078	Q12421
P53734	Q12273
P19263	Q12440
P32912	P38815
Q12525	Q06408
P53057	P51534
Q07084	Q08219
Q12753	Q12042
Q02774	Q06168
Q12167	P38427
Q12159	Q04119
Q06703	Q03835
P53038	P07276
P40340	Q12122
P35727	P25641
Q03020	P41815
P35197	P39996
Q04182	Q12039
P53878	Q07915
P22137	P32893
Q04706	Q08193
Q12317	P53691
Q06489	P38800
Q06218	P38863
Q04371	P38755
Q6Q560	P40017
P15938	P07284
P40030	P04051
P41814	P00163
Q03976	P06701
P35177	P38855
P32363	P38353
P36003	P11978
P53168	P51996
P40077	P53688
P22276	P43570
P53315	Q12325
Q12672	P53234
Q06063	P38129
P40025	P19516
Q12344	Q08689
P12945	P48566
P17883	P36018
P29340	P38990
P38177	Q08641
Q06315	P12754
Q8TGT7	Q05549
P38966	Q08213
P32799	Q06538
P25367	Q12116
P39972	P38900
P40452	P46982
P0CY11	Q03667
P25342	Q12003
P52919	Q12434
P53952	Q03957
P33890	P25386
P32790	Q08202
Q03465	P47037
P40104	P40204
Q99316	P06778
Q04033	P38122
P40469	P32634
Q12527	P39997
Q08910	Q8J0M4
P38120	P35724
P12866	P47116
P07284	P33401
Q04511	P26784
P39677	P38315
Q04934	P38088
P32474	P36095
P50104	P38875
P43607	Q3E7B4
P38009	Q12221
O94742	P53170
P38999	P41058
P25037	P53893
Q06673	Q8TGU5
Q07953	P22147
Q04329	P40509
Q08208	Q03919
Q04471	P24720
P32464	P48231
P39538	Q03723
P38627	P40693
Q3E7A3	P47087
P40034	P53949
P38344	P50080
Q06543	Q07844
P16861	Q12387
Q06151	Q02721
Q07834	P33417
Q03231	P36117
P32497	P47046
P53752	P41821
Q06629	P07342
P53165	P53157
P27654	P23293
P40884	P38989
P53599	Q99210
Q12458	Q06598
P42947	P47171
Q03559	P46681
P15442	Q07888
P42951	P41819
P46974	Q07688
P33448	Q3E792
P00447	P53725
O13577	P40970
P61829	P14906
Q12019	P53169
Q12508	P52919
P53728	P47084
P12612	Q07843
Q12386	Q03175
P12689	P35177
P46944	P38844
P38523	P17709
Q02908	P34087
Q99332	Q07923
P40414	P38429
P47175	P32353
P35817	Q12325
Q06063	P36025
Q12272	P38226
P38969	P23287
P38194	Q04598
Q07800	Q08219
Q00816	P23615
P52871	Q03957
Q02961	P38968
Q06709	P38698
Q06436	P48525
P47143	Q03503
Q12096	Q12493
P05318	Q03530
Q3E7A3	P53079
P53111	P34234
P36122	P39684
Q12241	Q08054
P38307	P34227
P38172	P38966
Q08322	P39962
P26798	P32477
P06103	P27882
Q05123	P39564
Q06608	P0CE69
Q02804	Q12074
P35195	P04803
P09547	Q04658
P10870	P38147
P50084	Q08471
Q2V2P1	Q05636
Q3E742	Q03048
P04817	Q3E830
P38065	P25566
Q08218	P36167
Q12117	P19073
P53165	Q04006
P32386	P38696
Q04401	P22336
P36029	P50944
P53130	P08964
P39720	P21734
Q03338	P32797
P53894	P53858
Q12274	Q3E785
Q12253	Q12326
P53724	Q08172
Q02864	P32354
P30620	Q3E769
P21672	P38702
P39081	P47042
P32911	P10507
P06738	P53192
Q07508	P38857
P38757	P0C2J0
Q12697	Q07478
P53102	P01149
P43591	Q12509
P42942	Q08931
P33122	Q03266
P43591	Q07729
Q06541	Q04779
Q03281	P09733
P40069	P16451
Q12393	Q12186
P53691	Q02776
P49334	P29496
P23291	P31385
P17423	P40157
P27895	Q08422
P32860	P23642
Q04215	Q06213
Q92317	P14907
P36080	P08539
Q07821	P25338
P0C0X0	P39078
P38889	P47150
Q8TGS9	P49089
Q12403	Q12250
P32828	Q08285
P46676	Q03201
P40031	P05319
P36111	P47125
P40570	Q08235
P38852	P38697
Q07655	P36014
P22133	P38319
P23202	P19158
P40039	P40073
P07263	P47155
P53309	Q12510
P38890	P49954
Q03750	P53927
P05748	Q12118
Q08902	P53893
P89105	Q08176
P27616	P53121
Q06508	Q08826
P25372	Q12163
P49954	Q06682
P40446	Q03661
P27809	P11076
P43682	P38164
P49954	Q08230
P53148	P10614
P38169	Q99220
P24031	Q04410
P08465	Q06132
P25577	Q12461
P41821	Q3E7C1
P31380	Q12216
P32854	P38892
Q02793	Q06625
Q02785	P38867
Q06177	P22219
O75012	P15367
P36528	Q05533
P25359	Q08746
P32798	Q08634
P35198	Q07549
Q12440	P11746
P00925	Q04597
P52553	P00817
P53617	Q04439
P05759	Q04930
P53622	Q12283
P50264	P39969
P33751	Q08004
Q03661	P10127
Q04779	Q03661
P13130	Q06680
Q12257	P39543
Q12141	P40351
P11927	P48570
P32387	P53071
Q07508	P05986
Q12386	P19454
P53538	P32855
Q04697	Q12415
Q12153	Q06147
P36162	P42840
P53631	P52290
P53120	P53427
Q03465	P53130
P38213	P39944
Q03362	P53961
P13130	Q03735
P40024	P50086
P14291	Q02555
Q99177	P40015
P54780	P38340
P25565	P38694
Q06479	P32585
Q06651	P40160
P40008	P23180
P35691	P05626
P48365	P36000
P46682	P02407
P31383	Q12508
P34227	P53209
Q07928	P39933
P32354	Q12347
Q00582	P32601
P38072	P28777
P53742	P38155
Q12459	P46367
Q99210	Q12531
P53082	P47170
Q03880	P16151
P32352	Q03177
Q08673	P00856
P01119	Q06810
P38768	P40344
Q04225	Q12142
P38217	P50278
P53540	P38298
P80210	Q3E754
P34227	P05755
Q05541	P36521
P38333	P47164
P18634	P40559
P22139	P38956
P11938	Q12150
Q05874	Q12358
Q12247	P40060
Q12027	P47045
P22696	Q3E786
Q08491	Q12150
P53079	Q03940
P14020	Q05031
Q12033	P38953
P16658	P41698
P38704	Q08970
Q12248	P23594
P17064	P40955
P38330	P53843
P10592	P47025
Q00816	P36155
P39959	P40516
Q3E760	Q04371
P19146	P00931
Q06489	P33338
P32259	Q05919
P21339	P32074
P33324	P14843
Q04305	P53869
Q04545	Q07622
Q08929	P08524
P43123	Q3E7Z5
P34251	P39956
P38137	P06243
P53901	Q12452
P38804	Q12676
P49955	P23255
P69852	Q02202
P38877	P0CX09
P32944	Q04062
Q12502	P20050
Q07830	P38158
Q05900	P69850
P38840	P12689
P32606	P03879
Q12348	Q07589
P40002	Q99271
P33413	Q07729
P39966	Q04438
P53073	P38735
P52924	P40085
Q07350	P38927
P32486	Q12461
P40066	P40025
P28000	P38873
Q04093	Q3E841
P17555	P40465
Q04638	Q03654
P17260	Q04748
Q05040	P36532
P38147	P20449
P53286	P38636
P36152	P17119
Q06096	P47068
Q07657	P53171
P34226	P40073
Q12189	P21623
Q08994	Q92317
Q3E825	P53130
P10862	Q12083
P53271	Q3E809
Q07800	P38157
P28241	Q01855
P53173	P50076
P47142	Q03429
P40580	P39946
Q04562	P21374
Q05670	Q99395
Q04081	Q12498
Q3E821	Q12136
P32337	P40479
P16370	P42951
P53390	Q12267
P53237	P53318
P52286	P38886
Q12067	P38765
P38287	P38312
P36057	P38902
P39926	P13574
P32860	P47009
P07269	P38429
P38169	P25333
P52489	P53744
P33760	Q03280
P53011	P48239
Q03964	P53877
P38902	Q02896
Q06053	P40070
P38009	Q06170
P38747	P32474
P40576	P40355
Q12230	P39952
P10834	P25371
Q04175	P33336
Q12510	P04385
P33751	Q03213
P27351	Q04002
Q12153	P27801
P26343	P25655
P36516	P06779
Q03619	P50094
P14306	P27515
P53243	P38147
P15731	P25376
Q04304	Q07648
P25659	P39708
P53157	P47113
Q06162	P47050
P89114	P40533
P32837	P28495
P53150	P53230
P32454	P40512
P32781	P53331
Q08172	P25441
P38253	P39101
P42939	P40572
P47030	Q12093
P25847	P10507
P39079	P36165
P23594	P22108
Q12464	Q3E7B6
P28496	P38304
P04039	Q06251
P38203	P53335
P40955	P29469
Q12267	P47044
P38810	P33419
P38331	Q12140
P07256	P04911
P38323	P33310
Q12387	P40065
P32841	P53935
Q04225	P33329
P30656	P38305
P10662	Q12124
P53273	P54113
Q07896	Q3E832
Q08273	Q06200
P39721	P32939
P36068	Q08651
Q08993	P53208
Q12042	P53954
P52919	P17214
P12630	P15625
Q06667	P16120
Q12099	P09950
Q12291	P11710
Q3E732	Q03433
P47040	P32905
P53438	P38341
P30620	P20048
Q12461	P43535
Q99312	P42944
P38202	P38217
P08432	Q05809
P25451	Q6Q560
Q06706	P53253
P40438	P34246
P38150	P53296
O14468	P42073
P08521	P32454
P38310	P00942
P03878	P48362
P34909	P38929
P47771	Q12192
P07250	P33750
P38128	P38228
Q06412	Q06681
P38829	Q03702
Q12194	P32527
P53218	Q03465
Q03722	Q04116
P54861	P38199
P22082	P41812
P38819	Q12305
P28004	P17065
Q03525	P38828
Q12449	Q99287
Q3E7Y3	P36029
Q06616	P43539
P54780	P53179
Q06160	P38688
Q03048	P26754
P33203	Q12370
P10962	Q06053
P33328	P34909
P35719	P36029
Q12493	P53242
Q12527	P53843
P40084	P50085
P27472	P48353
Q3E735	P53905
P11412	P36087
P31115	Q06217
P38820	P40069
P53009	Q05874
P08456	P38969
