Q8TAI7	Q9HC62
P16662	P55327
O15530	P42785
P62508	Q9NQ66
Q96L50	O15259
P54852	P42167
P09012	P35998
O60504	Q5T124
P55209	Q15005
Q92466	Q9Y4P8
O75396	Q9BXV9
Q9GZT3	O60502
Q9BW11	Q13951
Q8NFT6	Q15185
P41235	Q9BRG1
Q9Y3F4	O95684
P12259	Q14566
Q9NPB6	O95149
O00232	Q9H0M0
Q8IXJ6	P33402
P02751	Q9Y2D8
Q9UNK0	Q9NRF9
Q9BUN8	P60201
Q6IN84	Q15569
P26715	P17152
Q15390	P40337
Q9H270	P21399
Q9Y2L1	Q9UHB7
Q9Y3Y2	Q9BUI4
Q96Q27	Q70EL4
Q96Q77	P12236
Q9BQ15	P05161
Q9H607	P55072
P07093	Q9UHD2
O43296	Q9C0E2
Q9HAH7	Q9UJ14
Q8IYJ3	Q9BTP7
Q96HA7	P22087
Q96JM7	Q53HV7
Q9H1M0	Q8NFC6
P62310	Q92837
Q86X40	P55081
Q6ISB3	Q9BSI4
P50570	Q96IJ6
Q9UK53	Q96CS7
P60410	Q9BXW6
Q92843	P41145
P11309	Q5TH69
Q86VQ1	Q9Y2F5
Q13469	Q96AA8
Q9UNI6	O43739
Q149N8	Q96C74
Q9BPZ7	Q6NT76
P0C7W6	O60229
P82979	P05412
O43298	Q99956
Q8WX92	Q08426
P63146	O60306
Q16698	Q9BTP7
Q13123	O95630
Q9UBV7	P40238
Q76G19	O95947
Q6PEW1	Q8N2K1
O94761	Q2MKA7
Q9Y2J4	Q5HYW2
Q9H257	P05813
Q86SE5	Q96HR3
O94992	Q8IXK0
P49674	Q9NR21
Q9H0K6	P53367
Q9BXS6	Q15382
P62333	Q9UMS4
Q6PGQ1	Q9UBT2
Q86YT6	P00736
Q96QF0	Q8TDB6
Q68CZ1	Q8TES7
P49798	Q5T9L3
O60759	Q96JN8
Q86TM6	Q53TS8
Q9HC29	P55061
Q66K74	Q969U6
Q9NPP4	Q14691
O00459	Q6NXR4
P50539	Q70CQ1
O75884	Q9UHV9
P33316	Q16626
Q92974	Q06481
O15078	P61011
Q2M1K9	Q12982
Q9H765	Q92888
O43557	O15541
P51787	Q13976
O60741	O15304
P22087	P18077
Q86TG7	Q7Z3B4
O94763	Q9H0D6
P21964	O60220
P55317	P58753
Q15906	Q6KC79
Q9UHD9	Q9Y4F9
Q8NDC0	Q7L2J0
Q8NAV1	P20807
Q96JX3	Q8IZC7
Q01664	Q9Y3S2
O00329	P04183
Q13838	Q99653
P42226	Q9HC44
Q53TS8	O60518
P08865	P58340
Q8IUC6	Q9UBV2
Q6NXT1	P56545
Q86VF7	P20700
Q9NS56	O75496
Q13098	P12259
P10644	Q7Z2W9
Q96IZ5	Q8WWV3
Q9NRD1	Q86WV6
Q9BXJ9	Q9UNY4
Q5TCQ9	Q9NRM7
Q04771	Q99728
Q6IE81	Q8NFC6
Q9UI95	P51608
Q9Y2N7	P16298
Q9NZM3	P47974
Q9NX08	Q9Y5T5
O14949	Q02535
P51826	Q49AJ0
O60826	Q9NPJ8
Q8N988	A2RU67
O95218	P27708
Q9BRT3	Q6P9B6
P49798	Q96L50
P19419	P49005
Q96BI3	Q01860
Q9NP92	Q2WGJ6
Q9UJQ4	Q9H553
Q9UEU0	O95198
Q08J23	Q15084
O15400	Q9HCM4
Q9NQ35	P35398
Q9H488	Q9NQZ8
Q16401	Q9P2K8
Q8WU10	Q92523
Q9NX01	Q969S2
Q9H0H5	Q9UKS6
Q96BN2	Q96EP1
Q9UHB4	Q969Q5
Q16594	O43291
Q96TC7	O15143
Q9Y244	P36578
Q96QK1	Q3SYG4
Q8WZ42	O75533
P26006	O95685
Q8N9E0	Q9NV96
Q99638	Q9BTT4
Q9UBZ4	O75251
O76038	Q86VN1
Q96C03	Q9Y548
Q9UMR2	P18827
Q92519	P48436
P08962	P04198
Q13112	Q96BJ3
P23528	Q9NPH3
Q00653	P21283
Q13287	Q9BQG2
Q86VP1	Q92945
Q9P286	Q8IVD9
P35236	P01375
P51572	Q9H2G4
Q13094	Q00604
Q6PL18	P10914
P40763	Q8N6P7
Q0VGL1	P04004
Q9NZM4	P85299
Q9NR12	Q8WUM9
P52799	Q8N2K1
Q9UGI6	Q9NS87
A6ZKI3	Q14CW9
Q9BQB6	Q8TD10
P52594	Q12913
Q5T2W1	P28072
P29317	Q9H000
O43353	Q13469
Q9Y2V7	P48551
P26998	Q86WZ6
P50897	Q6PK18
O15488	Q96B23
Q9ULH1	A5D8V6
Q9UQR1	Q13098
P02766	O14503
Q7Z494	Q9Y490
Q9UKT9	Q8N165
Q149N8	Q9Y5X0
Q9C0C4	Q96T51
Q9BSV6	Q8NAV1
Q9Y6Q9	O43896
Q96KE9	O43255
Q14847	Q13506
Q6ZN17	Q8N187
Q9UJV3	Q14165
Q9UGJ1	O15400
Q9GZV8	P12004
Q96HD9	Q5VZM2
Q9NXX6	P17931
Q9Y3N9	Q9BRL6
P63241	O14519
Q8ND83	P21964
Q8N0U7	Q8WZ19
P24385	Q9ULT8
P09001	P02776
Q7L2H7	Q9NWY4
Q9Y6H1	P20823
Q96IK5	Q15048
Q9H3M7	P35247
Q96S15	Q9BUP3
P07288	P01100
Q9ULR0	Q9P206
P25440	Q7Z422
P63241	Q9NYB9
P63279	Q6QNY0
Q8WVJ2	Q9BQB6
Q99469	P05120
Q9BVC3	Q9NWX5
Q8N4C7	Q9Y3U8
Q9BTW9	Q16394
O14782	P50749
P20073	Q9H488
Q8TBE0	Q9Y253
P00558	P29372
Q13332	O95456
Q9H2C0	Q96F63
Q96D46	P23528
O95696	P18887
O43889	Q6ZV73
O75167	Q86VQ0
Q14919	Q5W0B1
P17040	O95477
Q93009	P14317
O94842	P15173
P50914	Q9Y6A5
Q86W11	O14920
Q8N6N6	Q9UJX3
Q8IVV7	O43482
Q8IYB3	Q15102
P14921	Q15046
P49247	Q9UFN0
O15516	Q9HAN9
Q96H86	P41145
O96015	Q9H2G2
Q9NX65	Q9Y698
Q12798	Q96L08
Q07820	Q96A70
Q9UBW8	Q9UMD9
Q9UFC0	Q9BQ90
Q8WV41	Q14315
O14561	Q8TAE7
Q92736	P49757
Q92673	P08069
Q86VM9	O15260
Q9Y2N7	Q9NPH2
Q96BD5	P82914
P43155	Q99576
Q12879	Q9NSB8
Q9UBQ0	Q9P2K2
Q9UGI9	P06454
O75367	Q92598
O43543	Q8NCE2
P10599	Q96SQ5
Q8WUN7	Q92738
Q9P2T0	Q5T0L3
Q6ZVT0	O15409
P13693	P43115
O00483	Q9UKN8
Q96SB8	Q9H9B1
Q9BRJ6	Q13561
Q9UGK8	Q15125
P41002	Q96DZ9
P50616	P59780
Q9NQS7	Q9NVR0
Q9UH62	P06730
Q14657	Q9GZX5
Q8WVY7	Q9BRG2
Q14565	O15212
Q9P2B2	O95182
Q6P2C8	P49759
Q01196	Q9NVM4
O15287	Q9Y6D6
P48039	Q96L08
Q96HY6	Q04721
Q4VX76	O14530
Q8N490	Q15058
P51398	Q19AV6
P05455	Q96HN2
O00754	Q8N490
P50747	Q9Y3T9
P61254	O95149
Q15555	Q9UKF7
Q5VWG9	P23588
Q8IUI8	P53990
P12318	O14686
Q53QW1	P43351
Q8N0X7	Q9BYX4
Q9ULJ7	Q96IZ7
Q13563	Q969H6
Q8TAB5	Q9BTD8
Q8IWX8	Q15569
Q9NPF5	Q15018
Q96PY5	P04004
Q7LBR1	Q86YC2
Q9NPC6	P05106
Q9UBF9	O60346
Q16543	P78545
Q9Y6G5	P18084
P49642	Q92995
Q15388	P23588
Q07021	Q5VZM2
Q12778	Q8WUZ0
O43765	Q99583
Q8NI60	P48426
Q07817	P11226
Q99460	O95400
Q7L5N1	Q6ISB3
Q8WW38	O75832
Q96HH9	Q9P0K7
Q8WUM0	Q96C92
Q9NZQ0	O00750
P26368	Q99436
Q9UBT7	A0PJW6
P56270	Q92538
Q70EL4	P49821
O95758	Q12824
Q8NB91	Q6UXX9
Q15654	Q8IZ73
P19438	P78504
P51168	Q969H8
Q07864	O43395
P53007	Q9Y6X2
Q8NCM8	Q86SZ2
Q92499	P27361
Q12796	Q38SD2
Q9Y5S9	Q8IZ73
Q49AN0	Q9H1H9
Q8NDD1	O60762
Q8N143	P50995
P42773	Q96JN2
Q9HCN6	Q8WXK3
Q6P5X5	Q9Y547
Q9NPG3	Q9UL19
O14512	Q9UIS9
Q9NYF0	P62753
Q9BXS1	Q5BKZ1
Q9BSJ2	Q9NS56
Q9UPT6	P51168
Q9NZ09	Q9P1U1
Q8N344	Q9BXC9
Q9BVP2	Q969R5
Q9BXV9	Q9H2S9
Q92934	P20807
Q9UNA4	Q15018
P22105	P55209
Q9NRF2	Q9Y5P3
P25705	Q9BSU1
P13671	P49711
Q8IW41	Q5VTD9
Q6ZMV9	Q01196
P30281	Q99608
Q9BV40	Q9Y4P8
P60468	Q14204
Q6PF18	Q8TEV9
P32314	P60468
Q9NPA8	P21399
Q13155	Q8NEF3
Q15334	Q9NR55
P42772	Q8N1F7
Q9Y4J8	Q9Y5Y5
Q9UKY1	Q17R89
O75161	Q6P9B6
P37840	Q96FT9
Q2TAK8	Q14687
Q6WCQ1	Q9BYX4
P06850	Q15424
Q8IXI2	Q49AN0
P09622	O95251
Q00403	Q9ULJ7
Q96CU9	Q15042
Q96PC5	Q96BM9
O14745	Q9NTJ3
P04049	Q9BUN5
Q15572	P50502
P42081	P49281
P20366	Q8IYD1
Q9BQI6	Q9Y4J8
Q9BX82	O14497
Q01968	P62318
P56589	Q9Y2Z0
O94761	Q96NA2
P63316	P20749
A1L390	Q9NR80
O75787	P10589
Q17RD7	Q71F23
Q9UJ70	Q05D32
O15151	Q5VIR6
Q8N1B4	P16083
Q86YP4	O75182
Q9P0K7	O75865
O75379	Q15643
O95273	O60231
P63215	Q15562
Q96MP8	O95931
P32942	Q05048
P02549	P17948
O00629	P04040
Q9Y664	O95971
P78318	Q8TDN1
P14927	P78509
Q14258	Q9UK11
Q13765	Q8N6S4
Q9BW27	Q9NR12
Q7Z5K2	P17302
P21673	O15156
Q8NEZ4	Q8WXB1
O95180	Q9UK73
Q13425	O43597
O60437	Q16851
Q9BQ66	Q6P9B6
Q9Y692	Q7Z3Z2
Q7Z3I7	Q6ZNA4
O15503	Q9BXM7
Q9H4L7	Q8IWV1
P41145	P52657
Q9BRI3	P62701
Q6IPR1	Q96GG9
Q9BVG3	Q9H2L5
Q9UPR0	Q8N4N3
Q9H115	O60894
O43583	Q15078
Q9BV19	Q8N5Z5
O15212	Q6UY14
P36578	Q96RU8
O95243	O14745
Q969F0	P21583
Q9NXR7	P15923
P54253	Q15165
P50552	Q13905
Q12774	Q8WUN7
Q8IXZ2	Q00653
P41134	Q9Y4B6
Q13526	P12318
Q96A08	Q96J77
Q14149	P36894
Q6QNY1	Q8WYA1
P0C7T5	O95159
Q9UJ70	Q9Y2Q0
Q8NDX1	O95182
Q6ZVM7	P09914
P45381	Q92570
Q9UNZ2	Q9Y6Y8
Q96HB5	Q6PJE2
Q9Y239	Q14587
O43313	Q9H201
Q9NTW7	Q504U0
Q9UK58	Q2KHR3
Q96RI1	Q9UQ80
P21583	Q14257
Q16881	P47897
Q9UJT2	P13995
P0C2W1	O75385
Q9Y2D8	O15056
P50613	Q16649
Q96NY9	Q9BT73
Q9H6L4	P42773
Q9H944	P00918
Q9Y2H0	O43175
P35227	O94829
P05546	P49591
P28331	P01111
Q9NWS0	Q8TF39
Q8TAI7	Q9H609
Q96QG7	Q9BTE3
Q8WWW8	Q8IZ26
Q9UBQ5	Q13277
O95848	Q9BZS1
P36406	O75145
Q12873	P09012
Q7Z5L9	O75150
P14543	O00221
Q15054	Q5T700
P08069	P50552
Q9BSG1	Q96NA2
Q6P1M3	Q86TC9
Q9C0C9	O43464
P50990	Q96RU2
Q9UBV8	Q86UV5
Q8N1I0	P51116
P56962	Q8TD17
Q9P2H3	O75448
Q6NXT1	O94763
Q6PGQ1	Q96GN5
Q86Y82	Q6PI26
Q14511	Q15345
Q16611	Q9ULG1
O75962	Q9H8W3
Q9Y3I1	Q8N9E0
Q14451	Q9ULW3
Q7Z6B7	Q9NRD1
Q8WWW8	Q9ULS6
Q8NBL1	O76003
Q9Y4C2	Q14204
Q96F86	Q9NWQ8
P82979	P00558
Q5W5X9	P31930
P36508	Q8N9R6
O15294	Q8IWV8
O95248	P25789
Q7Z7F0	Q13133
Q9BQG0	Q53GS9
O96006	Q9Y3C7
P02545	P52744
P28340	Q6PD62
O75787	Q68E01
P54709	Q92925
Q9UBV2	Q96GC6
Q8N488	Q96S96
P55854	Q96JB5
Q12770	Q8N3Y1
Q9H410	Q9Y4X5
P23508	Q8NI29
Q9UPZ9	Q8IYU8
P19634	Q9BZ67
Q96Q15	O95248
Q9Y222	Q9BV97
O75438	P14598
Q9NRB3	P01130
P04114	Q96CS7
Q13356	Q9NVV5
Q969G3	Q8TDM6
P52655	Q86V42
Q99828	Q9NXV6
Q86WH2	Q9Y3C7
Q9P2W3	Q9UHB4
P52799	Q96S59
Q504Q3	P50151
Q8N5M4	Q15311
Q15003	P36896
O95671	Q9P202
Q6NYC1	Q9NPQ8
O14964	Q9BQ65
Q9UBS9	Q9NPJ6
Q14493	Q14669
Q8TAQ2	P32314
O95872	Q9C0H5
P09067	Q5VYV7
Q9P0W2	Q9P2A4
Q8WXH0	Q8N987
P36896	Q15653
Q13425	Q9H8V3
Q14149	O76075
Q96FE5	Q9NR09
P36406	Q9NR55
P49711	P26367
Q9BYR7	P19338
P35269	Q13144
Q14142	Q7Z7C8
Q8WZ42	Q15629
P62195	O94952
P05783	Q9UF11
Q53HV7	Q8WVB6
Q96KQ4	O75190
Q9NVM4	O95243
P49903	Q9Y5B0
P23921	Q76G19
Q9UL19	Q03111
O60828	Q5H9F3
Q86SG6	Q9BXY8
Q6ZMQ8	Q9NRL2
Q14149	Q8N9N8
O60244	Q14980
P53990	Q13190
P22455	P55210
Q8N9R6	Q9H3D4
Q9NV58	P52735
P06213	Q99996
Q9ULD6	Q969T4
Q8WYK0	P07225
O95905	Q9UBV7
P19438	P04183
Q8IW40	P41162
Q53TQ3	P11387
P43378	Q16799
Q9ULV8	P08962
Q07912	Q96EZ8
Q8NEY1	Q9C004
P35916	Q6P050
Q96JM2	P30304
Q9NR50	Q9Y3A3
Q5T3J3	O15156
O95343	P02462
Q13206	Q8N6S4
Q9UKJ5	Q9BXW9
O00287	Q8NB91
Q04637	Q8IXW5
P62253	Q8IW45
Q6GPH6	Q96BA8
Q00994	Q96P20
P23396	P35222
Q13277	Q9NXZ2
Q07011	Q8TBZ3
P51149	P49675
Q8WUJ0	P30154
Q96LC9	O14641
Q15004	Q8WZA1
Q0VD86	P33402
Q9BXI9	Q14498
O75864	Q9BW83
Q68D85	P15374
Q9Y285	Q9HBE1
Q9NP50	Q9Y6K1
Q9NYF0	Q93096
Q6NYC8	P22234
Q8N5R6	Q8IUI8
Q13564	Q15435
Q9Y577	P60201
Q08211	Q6N075
Q9ULW3	Q13487
Q96SI9	O60516
Q9NRB3	Q86VM9
Q9UII6	P48169
Q9P215	Q9UBU6
P14625	P34130
Q9Y664	Q32MZ4
Q13642	Q9NPC6
P16860	Q96BM9
Q8WYK2	Q9P2R7
Q9P2K3	Q9H765
Q86YV6	Q8IZD9
Q86TA1	Q9UI95
Q8WUM9	Q13616
Q96SB8	O15318
O95336	Q8WZA1
Q86V20	Q53EZ4
Q9Y3L3	Q9BZE1
Q9UJV3	Q9H040
P07359	Q8TCT8
Q8TDX5	P50553
Q9UBW7	Q9UIQ6
Q9BZE4	P10275
P30086	P35557
Q8WUJ0	Q96QK8
Q13322	P04234
P00747	Q9UHA2
Q16695	Q16254
P43699	Q96CD0
Q9NPE2	P07510
Q8N5J2	O75914
O60493	Q96I34
Q16629	P48426
P10809	O14519
Q12830	Q8N4C7
Q9H8Y5	Q9UL42
Q16576	Q6P9B9
P01024	Q9H7B4
Q71SY5	P23246
Q96BW1	Q5W0B1
Q13315	Q9BXL7
Q07666	Q9UKV3
Q9BQI9	Q9P270
Q9NZ71	Q14674
P30084	P31943
O43541	Q9NSD9
Q13087	O95628
Q9BZB8	Q9BZJ0
Q8NI60	Q14137
P54578	Q9NVS2
O75438	Q8WUU8
P07858	Q15398
Q6MZT1	Q92575
Q5EE01	Q7Z5K2
P09874	P0CG48
Q9UBW7	Q96LD8
Q71RC2	Q8WVZ9
P63316	Q8TAZ6
Q13487	O60880
Q9UGK8	Q13393
Q6NXT1	Q96MW5
P42858	Q96AQ6
Q9Y3B2	P33316
Q8TDN1	O60291
Q96EP1	Q5VTR2
O00560	P51148
O43852	Q96DC7
O60568	P29376
P25787	Q8IWP9
Q9BZY9	Q92499
Q12873	Q01094
O15198	Q5TKA1
A6NK89	Q3SYG4
Q9NZ71	P53805
Q9Y2K2	Q5VTB9
Q99417	Q9UJX0
Q15424	P41226
O00471	Q99102
P05120	Q6NW34
Q6PJW8	O15047
P53992	Q92558
Q99750	Q2T9J0
Q9NZF1	Q2NL82
Q96MF7	P37231
Q9P287	Q969T9
O43542	Q9P2R7
P78536	Q9P0L1
Q8NG27	P33681
P04114	O95782
Q15404	O60232
Q14318	Q7Z7L7
Q4AE62	Q9P2K8
Q8N0Y2	O43439
Q8IZH2	Q9UNF1
O43157	Q53EL6
Q7L3B6	O75971
O43818	Q86U44
P52333	Q8N0S2
P14854	Q96IV0
Q6MZQ0	Q86WV6
Q9UJ72	Q9H6T3
O95433	Q8TBF4
P25963	Q6PIJ6
Q96KP6	Q00597
Q86Y33	Q9H992
Q8NE01	Q13535
P35557	Q8WY64
P46060	Q16533
Q99757	Q9UIF7
Q86VK4	Q92688
P15056	Q9BVS5
P43146	P05129
Q14315	P36542
Q8WWW8	Q14202
Q8TDR0	P01127
Q9NR12	O43493
Q9Y5P8	Q6ZU52
Q8NB46	Q99689
O15354	Q9NW64
O00754	Q9Y4I1
Q8WXE1	Q8NEM7
Q92797	P15559
P09525	Q969W3
O00399	O95373
Q9Y6D9	Q96N67
P46013	Q9BT92
P41235	P08048
Q96HS1	P09234
P17181	Q9HAY2
Q13496	Q9UPQ4
P48549	Q9BYW2
Q96G21	P41217
Q13889	Q8IYI6
P28749	Q8IVS8
Q30201	Q08426
Q5T5D7	Q9HC62
Q86XI2	Q12982
Q86US8	P51813
Q9UHA3	Q9NZU7
P32239	Q9NRW7
Q9UNN5	O75335
Q9H269	Q16629
Q6N021	P14543
Q96RL7	Q9NX47
O15066	P24071
Q8N4J0	Q86U42
Q96LK0	O15116
Q9BU64	Q8IX12
P48444	Q969V6
Q08999	Q6ICB4
P01106	Q12841
Q8TC07	O75409
Q9UBC2	Q9UJX6
P28066	Q99460
Q9H0M0	P28799
Q96QE5	O60568
O95831	P48553
P05154	Q5T5D7
Q12899	Q13156
Q12809	Q6ZSG1
P62318	Q92625
Q9Y576	Q96NL3
Q8TCX1	Q92636
Q9GZQ4	P68036
Q9Y5U2	Q9NZJ0
Q15370	P23560
P49458	Q6PCD5
Q9H019	O95402
Q12986	Q6NZ36
Q9BVV2	O14686
Q8N9Q2	Q13438
Q6ZP98	Q96D46
Q9BSH3	Q96LR7
P10912	Q504Q3
P14927	Q9Y5Q9
O15105	Q9UQK1
Q15256	Q5VWQ8
Q15029	P40616
Q13219	P26640
Q8N112	Q8TDQ7
P04156	Q86YJ7
O14593	Q96I51
Q01664	Q16650
Q96PY6	P10600
Q9BQA1	Q9Y3E7
O15155	Q96KJ9
P49450	Q9BRP8
Q9Y4J8	Q8NHQ8
O60934	Q8N371
P13569	Q9NYR9
P40763	O15033
P48426	Q9UNA4
Q9ULT8	Q5VZL5
Q01453	Q9BSG1
O60508	P00519
Q96HE7	Q92625
P21399	Q93045
Q8IXQ5	Q9NQS7
Q96CW6	P39748
Q8TCT9	P30305
P30086	Q14241
Q5VTD9	Q2M2I8
Q9H8W4	Q86US8
O43541	Q14344
P55084	Q8IYJ3
O96004	P04040
Q92782	P06276
Q13277	Q9H607
Q96GF1	Q6RW13
Q96T68	Q9UNK0
P03950	Q9UIQ6
P61254	Q16827
Q9Y678	Q9NPE2
P49643	Q969R8
Q01780	Q9BT04
P20851	P29374
Q8WZ74	Q8NI37
Q9H446	Q9BUR4
Q13868	P54709
Q63HR2	Q6A162
P04080	Q96MF7
Q9Y5B9	Q8WXU2
Q96JN0	Q12899
P31751	Q14999
Q6NUN9	O60508
Q9GZS3	P04792
P14735	O95249
Q9BXN2	P55273
Q9BZD4	Q9H175
P51681	Q659A1
Q99959	O43809
Q9NS91	O15265
Q02078	Q9NVV9
Q13769	O95747
Q09161	O95704
Q96E14	P67775
Q13029	Q9UBD5
Q96G21	O60306
Q8TAM2	P23284
Q8IYH5	P62495
Q9P086	Q9P0L0
Q8TDB6	O75569
P47755	O75695
Q9BZE1	P43268
Q9UKA1	Q8NFD5
Q96I25	Q96BN8
P01588	P34925
Q15382	O75553
Q0D2I5	Q8WTU0
Q9Y2T1	O95602
Q16665	O96011
Q9UMR5	Q9Y6I3
Q9Y5Z4	P20292
Q7Z3B3	P98160
Q13564	Q8WXK3
Q9NXH9	Q15139
P42568	P15880
Q96CB9	Q9NSC5
Q9GZN1	Q969R2
Q9Y450	P02462
Q9NVC6	Q9GZM8
Q00532	P56180
Q9HCI7	Q9BXP5
Q9H1B7	Q9H4Y5
P30039	Q15527
Q6PGQ1	Q8IW35
Q9Y2Z0	O75533
P55201	Q9P2I0
Q6ZRV2	Q9Y2D4
Q96QT6	Q16643
Q9BZB8	Q15013
Q00765	Q16625
Q8N715	Q14526
Q96F44	Q96H20
Q8IZU1	P37108
Q96LJ8	Q8WV22
Q9ULM3	Q8N5C8
P17029	Q8NE71
Q8IY47	Q5JST6
Q9Y450	Q9UM13
P07204	Q9BXB1
Q9H0M0	Q9UL45
Q15040	Q969L2
Q13002	Q15059
P02776	Q13838
Q13144	Q5JST6
P09210	Q92574
Q96DZ9	P49754
Q15326	P67870
P99999	P08833
Q9BVG8	Q9H792
P17024	Q96K21
P01133	Q8IXB1
Q8N726	Q96NC0
A0MZ66	Q8TAC2
Q969L4	P38398
Q2TAC2	O43684
Q5T6S3	Q9NZV8
P26715	P23434
P98170	Q9P013
Q9Y4C2	Q9BXL6
P07910	A6NKD9
Q9UHL9	Q9UNY4
P24588	P09681
Q9BWW8	Q86WX3
P09086	Q9NYJ8
Q9BSF8	Q969H0
Q9HCI5	P01241
Q7L014	Q03468
Q8IWY8	Q9BTE1
Q8N715	Q13077
Q9Y3Q8	P50222
Q9H3H3	O75113
Q8TF40	Q13765
Q9ULX9	Q9Y2L9
Q9BYG3	O75386
P35637	Q8NI38
Q8NEZ3	Q15223
Q96PY6	P78545
P38432	P50281
Q8IX90	Q9Y6C9
P60520	Q01658
O95183	P62308
Q9Y3Q8	P61328
P11684	P22459
Q8IYX7	Q13123
Q15291	Q15696
P49069	P17658
P63208	P21757
Q86UT8	P46934
P09496	P49642
Q8WUA4	O94761
Q8N163	Q9Y232
Q15528	P21452
Q86UN6	Q96FZ7
Q6NYC1	P09619
Q96IT1	P37088
Q07021	Q9Y580
Q9NQG5	P09234
O43513	O43255
P0C0S5	Q07812
P21917	Q9P0L1
Q9BT88	Q8IWZ6
Q9UM07	Q9BUN8
Q8N8K9	Q9H765
O95835	Q13425
Q96L50	P29323
Q6WKZ4	Q96EY1
O95167	Q96IT1
Q9BXY8	Q9Y371
Q9NX58	Q5T7W0
Q9BQA9	Q8WTS1
Q56NI9	Q15118
Q9NW64	Q92570
Q9Y3I0	Q13084
Q9BTV4	P30520
Q9P2N6	Q6PCT2
P20849	Q96SW2
Q709F0	O75688
O95238	Q14697
P55273	P46108
Q96SB8	Q9H3D4
Q8NHQ8	Q9H0B6
Q9Y265	O43521
Q9P2K3	Q03111
Q13232	Q8WUD1
Q9UHV7	P62508
O00482	Q5ST30
Q96A56	P17813
Q14919	Q9Y296
O15534	Q05D60
P12644	Q9HCY8
Q9Y232	P27986
Q13627	P15382
Q9UM07	P05549
Q9Y496	P08240
P27540	P24539
Q9P2Y5	Q14469
Q86SQ0	P63244
Q8WYK2	O95219
Q13347	Q9H7H0
Q9BUI4	Q9P2B2
Q00839	Q8TES7
P05787	Q504Q3
P11717	P36894
Q6PJW8	Q6UB98
Q9Y5W3	P18507
Q9BQY4	O76015
Q01453	Q8NFY9
Q10567	O75607
Q6PJE2	Q96Q15
Q9NYB0	Q15643
Q14643	Q12873
P20042	O75716
O14980	Q969U6
Q15643	Q2M1P5
Q96DX7	Q6ZNE5
Q8IWL3	Q13094
Q8IXB3	Q96DX5
Q8NFU7	Q8TCE9
P11021	Q9Y2L5
Q969U7	Q8TCX1
P16435	P20338
O43715	Q9UBV7
P0CW24	Q13049
Q96GX8	O00311
Q9Y2D8	Q96T23
P08603	Q8WYK0
Q96CW5	Q9NRR5
O95980	P25054
O95631	P10721
Q9UM63	Q6ZT98
Q15067	Q9Y228
Q6NZI2	Q13137
Q86TC9	P06276
Q99640	O15018
Q9H211	Q9UG01
O75182	O95273
Q9UH92	P51948
P61970	Q9NRJ4
O15519	Q14508
O15083	Q9NS56
O14802	Q08499
O00548	Q13451
Q96LI6	O00267
P0C1Z6	Q9NZC3
P35398	Q9H814
P27448	Q96QB1
Q70UQ0	Q96MU7
Q9UBW5	P78395
P14416	Q92843
O14613	P78346
Q9P2G9	Q9H792
Q9P287	O75340
Q9BZ11	Q9NRW7
Q9HC62	P49760
Q8WVJ2	Q06547
Q96FC7	P34741
P42285	P05549
Q9Y6X2	Q2TAY7
O95197	P40337
P42858	P46531
Q9P0K8	P49675
Q13438	Q9NPF7
Q00613	O95714
Q9H6T3	Q9Y6D9
Q9NVN8	P53674
Q13263	Q95460
Q8IZU1	Q96AA8
Q92575	Q7Z5L9
Q86Z14	P31629
O75335	Q96SQ5
Q13506	P13667
P22061	O14910
Q5BVD1	Q9C0C7
Q16531	Q96AP0
P55039	Q7Z2W4
Q9C0E4	Q8N6R1
Q8TCX1	O75469
Q9Y253	Q5T4S7
Q9BWH6	Q9BV68
Q9UMS4	Q5T5A8
Q9HAV4	Q92900
Q96EP0	O43143
Q9BTE0	Q99714
Q9BVI0	P60409
Q9NZQ7	Q9NV56
Q7L5N1	Q9Y5Z7
Q96F44	Q9GZT8
Q96JM3	Q8IWV7
Q17RD7	P41238
Q5TH69	Q9Y3I1
Q14493	P30566
Q86WV6	Q5T011
Q9NZN3	P40189
Q99598	Q9H816
Q9P0J7	O43255
P52298	Q92738
P82914	Q96RU2
Q9BTW9	O95382
Q86VG3	O75030
Q53EZ4	Q9BXL8
Q9BZW7	Q7L945
Q9H9D4	Q96HQ2
Q96LK0	Q92608
P62324	Q9HAY2
Q9UNY5	Q9NWU2
Q99697	Q12948
P03956	Q8WXK3
P09038	Q9Y616
Q9UJ98	Q96SU4
Q13200	Q13111
Q92851	P49247
P35520	Q3KR16
Q9H6L2	Q9BXS1
O43291	O15205
Q86UK7	P01579
O00221	P41240
P78504	Q86YN6
Q8IWB1	Q9NTI5
Q14160	Q12982
P16070	P84090
Q14643	Q12933
O43189	P17658
Q9NS87	O75390
O43175	Q9UHK0
Q6P1M3	Q15742
P25815	Q6ZU35
Q06187	Q96QU8
Q92871	P09871
Q86UT8	Q8IWB1
Q9UBU8	Q8WVL7
P33402	Q96RS0
Q8WZ19	Q9BTT4
Q96CM8	P09603
Q9HD26	Q8WYK0
Q8N5D0	Q9NYF0
Q96K30	Q6P9B9
Q5T3J3	Q8WWG1
Q9NRM7	P35212
Q9UHI6	P19429
Q8N5I2	O60716
P48357	Q8WUW1
P98082	P11940
O60678	Q9H4E7
P81408	Q9BT67
Q9NVN8	Q96CB8
P20700	Q9Y5Q9
Q15393	Q9H9Q2
Q5SXM2	Q9NVU0
Q96CS3	Q9NTM9
