O00291	Q9Y265
O75152	Q9NQU5
Q96H20	P21817
Q8TEB7	P62333
P15391	Q96LR2
Q8NDX6	Q13838
Q9H074	Q9NUV9
Q7Z3C6	Q9UKT5
O95801	Q9NQ79
Q63ZY3	Q92797
Q99075	Q99576
O75534	P19474
P14618	Q96I34
Q8TBK6	O43164
Q96EQ0	Q9UK96
Q8N0S2	P68036
Q8NHQ8	P25490
P14927	O15056
Q9UN86	Q8N7C3
P20941	Q16600
Q96A05	P26641
P53778	O60762
O15209	Q8NHU6
Q9UGJ0	Q01959
O94855	O15533
Q8WWY3	O15304
Q17R89	Q9H4L4
P02647	Q9H173
Q9HBZ2	Q9C0E2
Q86YV6	P61254
Q96AG3	O75914
Q4G0F5	Q6IBS0
Q9Y6I7	Q13326
Q9BRP4	Q9UBU9
Q8NI37	Q14008
Q96D98	Q14CW9
O95243	P06307
P80365	Q86UT6
Q5JR59	Q7Z392
Q13813	Q8IW45
P13196	Q9NP66
P57678	P52655
P14174	P60033
P25789	O76003
P53350	O60331
Q08380	Q8TBN0
Q06643	Q3KP44
P05109	Q9NQC1
Q52LR7	Q16828
Q9UHD2	P14625
O15516	P49005
O75914	Q9UPY8
O00232	P05546
Q13190	Q9BQA9
Q8TEP8	Q8N3J5
Q9Y586	Q15672
Q02548	P36954
Q86WV5	Q12834
Q7L7V1	Q9BZV1
Q15024	Q13424
P43243	Q96EP1
O95630	Q92805
Q00994	P25800
Q6AWC2	O00231
O95971	O95639
Q9NWZ8	Q9Y4B6
Q86SX6	P31269
Q15004	P60321
O60610	P05362
Q14CS0	Q8IU81
P15692	Q9H1R3
O14617	O95210
Q13515	Q709F0
Q9P0M2	Q2MV58
Q15233	Q9NQH7
Q8WWZ3	Q8IWW6
Q99569	P34925
Q9NRX1	P52701
Q8NEA6	P56180
Q9BXJ9	P38646
Q13438	Q12789
Q53T94	Q9NXR7
Q9NZS9	Q96S52
P55198	Q9NZL9
Q9BXL8	P13726
P04035	O95429
P20248	P50914
P50151	P78406
Q8TD19	Q8TDW5
Q15750	Q969D9
Q9NZ43	P35659
Q8NFZ0	Q13356
P31040	O43929
Q5D1E8	O43765
Q14494	Q96GZ6
Q96CS7	P61962
Q9NSP4	Q99259
Q96H86	Q96SD1
P49918	Q9BUZ4
Q9BUN5	Q04637
Q13188	Q9UJ04
Q8WU79	P61604
Q9NYA4	Q9BZS1
Q9GZM8	Q8TAF8
P02008	Q9Y296
Q6NYC1	P85298
P29692	Q86UD4
Q9UKI2	Q9HCM7
Q9BQG0	Q86TB9
Q8N653	P23467
O15020	Q92564
Q15056	Q96AX1
Q6ZVT0	O43491
O60885	O00562
O15212	P00749
Q86TC9	P32302
Q8NB78	Q8NFZ0
O43324	P10589
P04070	P48431
Q9P2E9	Q15642
Q9UM07	O75533
Q09019	Q9UBK9
Q8TC07	P61587
Q9UHD9	P51813
Q96C28	Q9NXZ2
Q8N726	Q03933
Q13438	O43504
Q96Q40	Q8NBZ0
Q9NVC6	P10074
P07900	P98175
Q6PIJ6	Q6ZT98
Q9UJX6	P02786
Q9NZQ0	P42768
P15735	Q96RU7
Q8WYA0	P28324
Q96JB6	O43293
Q96S15	Q9UMS6
P10451	Q96B02
Q9BUU2	Q9BX70
Q14534	Q9UHC1
Q13045	O75925
P06276	Q9UBC2
O14526	Q8NI77
Q13470	Q68CQ4
Q15744	Q96A05
Q13263	Q8TB52
Q59EK9	Q9H8W3
Q8N488	Q8NEB9
P61088	Q8N6T3
Q6PD74	P22415
Q9HAV5	O43164
Q9NQG6	Q92600
Q4ZIN3	Q92843
Q9BT92	P05814
P10747	O60841
Q9NRJ4	Q5T681
Q15059	P86791
Q14694	Q8N9N5
Q15884	Q13029
Q96ER3	P41002
Q16600	Q9BYG5
Q06547	Q16533
P28072	Q03112
Q12860	P11474
Q9P0M2	P48426
O75569	O43678
Q9Y6E2	O43678
Q9UKG1	O95967
Q9Y574	Q8WX92
O00329	Q96G25
Q9UL51	Q9C0F1
P57059	Q8WVC0
Q9UNZ2	Q7L2E3
P62424	P13987
Q9P031	P62875
O43167	O43291
Q9P2H3	Q5T011
Q9UNS2	P53621
Q13029	O15143
Q86WN1	Q15907
P62195	Q05209
Q9P000	Q96JN8
Q9NR77	Q96K58
Q9Y5B8	Q96BR9
Q8WTR2	Q9H7D7
Q00534	Q8IZJ4
Q9UJM3	A8MW92
Q14444	P49411
O75113	P50613
O95382	O15534
Q92564	Q9BPU9
O43255	Q07869
Q495M9	Q99963
Q7L7X3	Q9UHY1
Q92542	Q14241
Q96BN2	Q96GQ5
Q7Z6B7	P13473
Q9NVV5	Q96FW1
P11387	Q96E11
P62753	Q9H992
O75665	Q68E01
P36508	Q9NQG5
Q8IWF2	Q13084
Q8WTW4	Q8TBF4
P0C2W1	O60762
Q99062	O43670
Q96PE2	Q9Y5P4
Q96BD6	O75161
Q9Y5R8	Q9NVX0
Q9P2D0	P62258
Q8TDW5	Q9Y248
Q8N7R7	P33076
P25205	P21266
Q70EL1	P24071
Q13188	Q9Y4L5
P07237	P15036
Q13618	Q8NI38
Q96AX1	Q9HBM1
Q2TBA0	Q9H446
Q7Z569	Q9BYD3
Q9HCM4	Q6R327
Q8WUI4	Q9Y5X0
Q96EX3	P35711
P61073	Q8WUU8
Q96EA4	Q9NQC7
Q8WW32	Q7L5N1
O43823	Q8TC07
Q13263	Q8NB16
Q96IJ6	Q9NZ32
Q13227	Q9H5Z1
P11177	Q9BXL5
P17480	Q9H9C1
P36896	O43353
P19022	Q15345
Q9NQ31	Q9NQX4
Q7Z412	O15265
Q93074	Q9UDX3
Q8NI77	P52815
P07550	Q9UKT5
Q96L08	Q8WV41
Q8WUH2	P50995
Q96EI5	Q9HD47
P14618	P46531
Q9HCY8	Q6N021
P55347	Q9HD42
P61289	O95183
Q7Z5Q5	P04233
Q9NR30	Q8TB22
Q7L1V2	P56545
P10911	O15541
O15228	O75444
Q13257	Q96KR1
Q8NFC6	P13056
P54829	Q15326
Q9NT62	P10606
A0AVI4	Q9ULJ7
Q9UN79	Q8N2Z9
P36542	P55039
O15503	Q9HAT0
Q14257	P23409
P51587	O60238
Q9UBD5	Q9NQX3
Q96NR8	O94964
P49755	Q9BU61
P0CG13	O75618
P53007	O43889
Q9NS69	Q14203
Q01959	O96017
P16435	P35900
Q9P2R7	Q709C8
Q96RU3	O75558
P07766	Q9Y6K9
O95139	Q7Z5K2
P43146	O60907
Q8N1G0	Q8N7W2
O14734	Q13509
Q8IZE3	Q96GZ6
Q68EM7	Q6NZ67
O75081	Q9NR81
P43243	Q9UPQ9
P18084	Q969H8
O75385	Q96DB2
O14686	Q6NW34
O94941	Q96NA8
P21860	P02760
Q5T7P8	Q8NEZ5
P01579	Q9NW75
P06756	Q15170
Q7L5N1	Q9BS16
O75807	P06307
O75586	Q13492
Q9Y5M8	Q4AE62
Q9HAN9	Q13586
P54829	Q96HY6
P00750	Q8NCX0
P51665	P10912
P04114	Q00532
Q9NPJ8	P78406
P49720	Q7KZF4
Q9H307	Q8IYX8
P38159	Q8NAA4
Q96IQ9	Q53T94
Q8IYM1	P18754
P01303	P01344
Q9BWE0	Q8N895
Q6PJQ5	O00482
P0C7X2	O95059
O14746	Q9NYF3
Q9UGI9	Q5TGY3
P05556	P28070
P10275	P13995
Q15003	Q6PJI9
Q9ULM2	O15015
Q8TAZ6	O95848
Q8IYI8	P25786
P07355	P05090
O95214	O43257
Q9BW66	P35244
Q9Y6H1	O75915
Q7L2H7	Q7Z412
Q12772	P05120
P35247	Q9UJX6
Q96N64	P55197
Q13227	Q9Y2N7
P55809	Q9Y2A7
Q9Y6F6	P51168
Q9BU20	Q9BS16
P05783	P11047
Q6IQ55	P31949
Q9P000	Q9H1I8
Q99909	Q9BV68
Q9NRP7	Q8IYD1
Q02833	Q9P287
P14649	Q86X83
Q96HB5	Q9UKM9
P56282	Q15645
Q96NE9	P63220
Q9BSW7	Q6NYC1
Q9NWQ4	Q96CS3
Q9C0C6	P08047
Q12934	P31150
Q9NYR9	Q8WTP8
Q2KJY2	P43119
P16234	Q9BV19
O75323	A2RU67
O75525	P22736
O14649	Q8NBL1
Q14653	O60678
Q8TBE0	O75348
O14745	Q9NV70
O15533	Q9H270
Q96QG7	O96013
O60391	Q9UPN6
Q13200	O60239
P43243	P52701
P28908	P43365
Q9NPC3	Q99569
O43493	Q9Y6I3
Q08380	Q9BUG6
Q9Y3F4	Q96HH9
Q68CZ2	Q9NUJ1
O14627	Q9GZX6
P35900	Q9UGL1
Q9NZ63	P19883
Q9UPN7	P20809
Q16520	Q9BY49
Q8N0Z3	Q9BY12
Q8WTS1	Q8N4C7
P02766	P46459
Q16891	P49137
P98082	Q9Y6I7
Q7Z412	P50914
Q8TAA9	Q9H000
Q13233	Q15052
Q6MZP7	P09629
P00734	P30566
Q9UBU7	P22234
P61024	P25942
Q9H1R3	P62913
P16150	Q6UB99
Q7Z4N8	Q9UER7
Q13416	Q8WTR2
Q5JVL4	Q96JZ2
O75122	Q9BQ04
Q9H9Y4	Q6NZY7
Q01959	P63211
Q15906	Q8TD10
Q6PF18	Q6NSI4
P51991	Q96JM7
P23760	P49902
Q08426	Q9UJ98
Q9BQ70	Q9H6L5
P17936	O43889
Q15170	Q9NQS3
P15735	Q9BRR8
Q96AP0	P82933
Q9Y3I0	P56597
O43242	Q92918
Q9UBC3	P15559
Q96TA1	Q9Y6I3
P28069	P19235
P03372	Q9BWE0
Q9H5V7	Q53GQ0
Q9NP85	Q96I25
Q8WW01	P46459
P01374	Q12934
P21854	Q9H7C4
Q96ME7	Q96PQ6
O76031	Q9H469
Q5GLZ8	Q96DE0
Q99547	O43292
Q9UBU8	Q8IWX8
Q9H251	Q7Z6L1
Q92630	P53990
O43175	Q96HR9
Q9BXU7	Q9BRU9
Q8NCX0	P62993
P51532	Q9Y2U9
O75385	Q9NZC9
Q13813	O43583
P05181	Q9XRX5
Q9Y535	Q8WUM0
Q9Y385	P26045
Q8NFD5	Q14191
Q7L190	Q12972
Q7Z422	O60518
Q8IZ73	Q16795
Q9HB89	Q96FT9
Q9Y2R9	Q9Y2W1
Q9BXK1	Q9NQC8
Q8N9N8	Q6PL18
O43711	Q9H8T0
Q9UHA2	Q13418
Q6N043	Q86VN1
Q9UGM3	O43521
Q07021	Q96PU4
P14174	Q9H7D0
Q9Y272	Q96HA1
O75344	Q8TD17
P16615	Q969R2
Q13951	Q02930
P63279	P01138
Q9UJX0	O15144
P63241	Q96PK6
Q9H8Y5	Q15424
Q8WVX3	Q13352
Q92624	Q15287
P54198	Q96RG2
Q02543	O75953
Q9Y566	O75528
P42785	P14543
Q9NQ66	P05161
Q92828	Q14137
P42229	Q9NRA8
O15460	Q86V20
Q8TBF4	Q9H9Y4
Q9Y342	O75607
Q9H173	Q2QGD7
Q96LI6	Q9HBG7
Q6ZUT1	Q9HAQ2
O15455	Q07960
Q9BSI4	Q13263
P25054	Q9ULV5
Q9Y3C7	Q02763
Q9H2A7	Q96BY6
P04844	Q8N165
Q16363	Q9P104
O95198	Q9Y216
P10747	Q9BQ24
Q86T24	P28370
Q9NZ81	O43482
Q99595	Q5JY77
P04075	Q8N2K1
P10721	Q6NYC1
O43189	Q9GZV8
O75179	Q70EL2
Q9UK97	Q9Y255
Q8N9B5	Q702N8
Q9Y4A5	P82979
Q96AG3	P55809
Q9UJM3	P21673
Q8IW40	Q96BI3
Q12851	Q3B820
Q96FZ2	Q8TCT8
Q96IZ5	Q14241
Q53HC0	O60256
P62424	Q9NX47
Q9NQ79	Q15672
Q9H081	P54829
O15503	Q16513
Q00013	Q14511
P11532	P01133
Q96C28	Q9BTD8
O14910	Q14204
P01588	P47974
P63211	Q12923
P52298	O75052
Q96EP0	Q9NPI6
Q96J84	Q9BUJ2
Q96PY5	Q9BPX6
P35557	Q8IWY8
Q14159	Q8TCX5
Q99801	Q9H706
Q7Z6J6	Q14764
P00533	Q96PV4
Q96LB3	P22736
Q8TDB6	Q9H093
Q9HCS7	Q00653
Q96D15	O15126
Q9Y4A8	P09661
P62316	Q9UHB7
Q9H2W6	P17661
Q8TBE0	Q9H0W5
O96018	Q9H867
O75886	Q3B7T1
Q99961	P42081
Q9Y3C5	Q02539
Q96C74	Q05209
O14579	Q9BT40
Q96J92	O75380
Q15459	Q99075
Q02543	P03952
P19883	P50995
O00305	Q9ULK4
Q14114	O75419
Q99569	Q9UK22
Q9Y679	Q8TBZ8
Q9Y5E9	O14908
Q9NZL4	P07225
P09871	Q8TDB6
O94988	Q96SU4
Q9NQZ6	Q7Z392
O60716	Q92499
O75531	Q96J02
O94826	Q9P1Z2
Q93034	Q8WVT3
Q9BRZ2	Q96ED9
Q96EB1	Q8NF64
O95997	Q15599
Q6NZY4	O15400
P04275	Q96RR1
P30825	O94822
P49736	Q86VM9
Q92636	Q53T94
Q9UKW4	P61081
Q8IYS0	Q96NA2
Q8N3I7	Q8NDZ2
Q9BY50	P07510
Q66K74	Q9HCD5
Q9H7Z6	Q9BSQ5
Q9UKF6	Q08050
Q8TD22	Q96NC0
P16144	P55345
Q9UHR5	Q712K3
Q9H814	Q86UK7
Q92581	O94888
Q9H5K3	Q96I34
O94952	Q9ULZ3
P09914	Q9Y5Z7
Q16531	P79522
P10606	P07949
Q9NP62	P62877
Q5JVL4	P20929
Q9BU64	Q9UKG1
Q9UBE8	Q8IY92
Q9UF11	Q9BPU9
Q9H0F6	Q8N715
Q93038	P06454
Q9Y6F1	O75175
Q8N5A5	P08240
Q9UFB7	Q9Y312
Q9BQ90	P35247
Q9HCG7	Q969E8
P24385	P06576
Q15744	P31314
Q96AQ9	Q8N5J2
O15265	Q92600
Q92794	Q9BZB8
Q8IZC7	Q92622
P29460	P55010
O00159	P09622
Q96C01	Q9Y4J8
Q9HBD1	P33681
P55196	Q68DK7
O43674	Q9BYP7
Q9H3M7	P27694
P42081	Q68CQ4
Q96JM7	Q9C0C6
Q6PJQ5	P07101
P48431	Q14164
P48047	O75128
Q5QJE6	Q9C0F1
Q96EE3	Q8WWW0
Q9Y2I6	Q86VR2
Q15466	P62888
P22466	Q9Y508
Q12802	P62316
Q53GL7	Q7L8J4
Q6PH81	Q5SY16
P16298	Q9NP66
Q15397	Q96GX1
Q9HB96	O95407
P62753	Q9BXS5
P02462	P19474
P01127	Q9UKF7
Q9Y4K4	O14627
Q9NX08	Q7RTU0
P31645	Q9UG01
P40616	Q9UGU0
Q9BQA1	Q9H9Q4
Q96DY7	Q6VMQ6
Q9GZZ1	Q9Y222
Q9NQU5	O00329
Q8WUH2	P50553
P30622	Q9NWS0
Q30201	Q12789
Q8N5R6	Q3ZAQ7
Q03989	Q9Y216
Q16584	Q14872
Q8IZU1	Q9UQF2
Q9HCU5	Q494U1
Q13315	O00555
Q96ST8	P29083
Q96PF2	Q8NHG8
O00264	Q9HC98
P56282	Q16821
Q9NQX4	Q8WUU5
Q9NXK8	P53778
P30304	P10074
Q4ZIN3	Q9H4B4
Q8WWW8	Q19AV6
Q8WU17	P42679
P53778	Q9UBK2
P17987	Q8NFC6
Q13002	Q8WYN0
Q14693	Q70UQ0
Q02543	P05408
O60493	O43583
Q8WWX8	P16284
P63316	Q9BXG8
Q12891	Q9BVC4
P14921	O95139
Q13094	O15116
P55327	P49321
Q14686	P19387
Q9BWC9	Q92918
O15027	P04843
P36406	Q8N7R7
O60547	P07900
Q13487	Q02218
P49959	Q8WYK0
Q15543	Q13490
P49750	P18124
Q9P2D1	P46736
Q00577	Q9GZY6
P25311	Q9H093
O00189	Q9BXL8
P29074	Q08379
Q03933	P10721
P57775	Q9HAU0
Q8WVL7	Q8WUU8
Q13162	Q99956
O14649	O95758
O00560	Q96JM2
O43353	Q7L3T8
Q9UPZ9	Q16584
O43324	O95425
Q9H160	O95273
P30101	P18031
Q8TAP6	Q92905
P20645	O15344
Q9H093	O75419
Q96BR1	P35637
Q969H4	Q8TAF3
Q15003	Q6BCY4
Q9UBK9	Q53TS8
Q9P2J5	P54253
P18077	P09234
Q07889	Q9BTE0
Q9BSH5	Q96NR8
Q12846	Q68D86
P04062	P07195
O75081	Q96JP2
Q9NRR8	P05113
Q9C0I1	O00159
Q9Y5K6	P21145
P53396	O00237
P61088	P08253
Q9NXW9	Q13241
O94855	P53621
Q96MT8	Q9Y5R8
Q92800	Q9BRR8
P06729	P05181
Q9UBB9	P09661
Q9BQ69	Q9BPX6
Q92918	P35228
P10124	P42684
Q15084	O15056
Q9P2M7	P35372
P48645	O00329
P48380	P16662
P61925	Q96JS3
Q03519	P13056
Q8IYM1	Q53S33
Q8N5M9	Q9Y2U9
P63098	Q9UIF9
P45974	P10747
Q9GZZ1	Q01201
O14893	Q15532
Q8WU90	P50895
Q14831	Q9NNX1
Q16629	Q01344
Q9H845	Q9UMX2
Q96NY9	Q12834
P20933	Q9Y6D6
Q86TA1	O43399
Q16630	Q9UFF9
Q9Y546	Q9Y4K4
Q56P03	O94868
P17542	Q96C28
Q7Z6B7	O43566
Q9UG01	Q9UMW8
Q96DA2	P29317
P48050	P68400
Q9H160	P81274
Q13636	P12318
Q9NRP4	Q9NY72
Q9UBU6	Q02790
P24863	P40616
Q9Y496	Q8N3I7
O75382	P14625
P09234	Q9ULZ2
Q16629	O95707
Q03135	Q9BXL7
Q96RI1	O60508
O96014	Q96L92
P35222	P05109
Q9NYR9	Q9UL03
P53396	Q9UBH0
Q99619	Q99828
Q9H0W5	P20701
O14746	P48643
Q9Y312	P98155
Q14995	Q96MP8
Q8WYL5	Q9BXW9
Q6QNY0	Q9Y2E5
Q71SY5	Q969L2
O00541	Q96C74
Q3KNV8	P51813
P15382	P52701
Q5S007	O43156
Q5SQI0	Q8IWE4
P00441	Q86X40
O95219	Q8NEE6
O00159	Q16828
P23443	Q9H2X0
Q86YD7	Q86VN1
P14598	Q9NX47
Q15413	P49848
Q9NU19	Q9Y4R8
Q9Y5Y5	O95373
O43474	Q96JM3
Q9BRT6	Q8NEM7
Q15848	Q15746
Q96MW5	Q8N7X8
P25105	P40238
Q9UNZ2	Q8NFD5
P05113	Q9GZS1
Q7Z5Q5	Q9P2D0
Q9NRR8	P18146
Q8TAB5	Q9BW11
Q00839	Q9NP92
Q92575	Q96MW1
P54274	P01040
O94966	Q99523
Q96QE3	Q9BT67
Q9Y605	P78395
Q9UJY5	Q9Y3Q3
Q68CZ6	Q5VU43
P05413	O75530
Q9UF11	Q01780
Q9NRJ3	Q99967
Q92878	P30086
P20823	Q14994
Q07955	O14965
Q96F07	P08151
Q49AJ0	O95208
Q96CD2	Q9BZE9
P03372	Q16559
P55072	Q15329
O00329	Q9NXL9
Q9P2E9	O75521
Q14103	Q6UUV9
Q9Y6G3	Q695T7
P78364	P04264
Q9NX04	A6NGB9
P36404	Q9BVG8
Q15048	Q92918
Q14139	Q15811
Q8NI77	Q9NXU5
Q06643	P14210
P08709	Q9H4Y5
Q96BK5	Q8IXQ5
O60477	Q8N4V1
P10243	P84103
Q2NKX8	Q96CU9
Q9H446	Q13418
O60671	O43324
P09172	Q92882
Q96JK2	Q9BQF6
Q9H6J7	O96004
Q99590	Q66K74
Q9Y312	Q9H4T2
Q9HCU8	Q13099
Q9UBT6	P52272
Q8N2Q7	O15550
Q14508	Q96KN7
Q6P1M3	Q9Y5V3
Q99759	P52744
Q13241	Q9BQ48
Q5U5X8	Q6NW29
P36955	Q0ZGT2
P32970	Q00604
P49005	Q96IK5
P10070	Q6ZT98
Q9HCJ0	P78364
Q9UJ14	Q6IA86
P23560	Q9HC98
Q8NBM4	Q13156
Q14995	Q92466
O60313	P49765
P49910	Q9NPH3
O60566	O75446
Q13191	Q8TDX5
P09382	O15439
Q86VF7	P13501
Q9Y605	Q9Y6F6
Q8WTV1	Q7L3T8
Q9NTJ3	Q8NHZ8
P07093	Q9Y4A5
O95872	Q9NWY4
Q13435	O00231
Q9GZX9	P32004
Q14974	Q96GY3
P31274	O60269
Q9UJX0	O95140
O60828	Q92854
P82094	P26715
Q9NPD3	Q9NSB8
O14756	Q4VX76
P14136	Q96AA8
Q8IVM0	Q14249
Q8TAL5	Q16649
P19419	Q9NQC7
Q9Y3I1	Q02040
Q6NUQ1	Q99732
O60493	Q5TKA1
P50897	O75330
Q9Y262	Q04837
Q9Y2X7	O43488
P55196	Q96AP0
O95747	Q99549
P32320	P21673
Q9NWT1	P11279
Q9NRD1	Q96ER3
Q15291	Q9HCM3
Q96HQ2	Q9NP77
Q02763	P51809
O75390	Q86UQ8
Q9P2K3	P62318
Q15562	Q9H7X7
Q9Y5Z4	P22314
Q14247	Q96S52
Q9Y618	P13807
Q9UM82	Q9HCS7
Q8N0V3	Q6PGQ7
P51617	Q8WVD3
O75143	Q96DE0
Q9Y4L5	P61254
Q86YR5	P53992
O60239	O14512
Q13625	Q96C10
Q96T51	P55291
Q96RT8	Q13596
P32239	Q14781
P54252	P49643
Q8NHU6	P54368
Q9HAN9	O00206
Q70Z35	Q9Y5B0
P08473	P49757
P15289	Q6ZMU5
O75390	Q8WZ74
P11362	Q9HCM4
Q7L5D6	Q9H0I2
Q96PN8	Q86YV6
Q15554	P35212
O14977	Q9BRK4
Q05048	Q9H081
Q9C0J8	Q6VVB1
Q13613	Q9NWT6
Q9BWM7	Q9UN79
Q9UKT8	Q5UCC4
P17706	Q9NVC6
P07738	P21359
P02511	Q9NWQ8
O14503	O60925
P29375	Q8TEB9
Q9UL45	Q6P9B9
Q14155	P04843
Q9Y4Y9	O00155
Q8TAE7	O60573
O60716	O15372
P51159	O15117
Q9H4L5	P31947
Q8IUH3	Q8N4N3
Q8N3F8	Q96BH1
O15084	Q6ZU52
Q13535	P20851
Q8WV24	O76083
Q2TAZ0	Q14643
Q96DE0	Q96N67
A2A3K4	P53672
O00178	Q9HB63
Q96ME7	Q86UR1
Q86VS3	O00291
O43633	Q99741
P82933	Q9NQX5
Q9NR77	Q9Y2Q3
P01588	Q9BSJ6
Q9Y6E2	Q9HAN9
P53539	Q9NUJ1
O43303	Q15276
P29084	P62899
P55060	Q15437
P50402	Q8N2M8
Q96BS2	Q9BQF6
Q8TDR0	Q8TBC5
O95273	Q9NR50
Q13444	Q9NQ92
Q96I51	Q96K76
Q96H20	Q6UY14
Q9UG01	P55291
P55347	Q86Y07
Q9H2L5	O60331
Q8IU60	Q9NPQ8
Q9NRJ4	P43694
P14618	Q8NAA4
Q9H201	Q15506
Q8WWQ0	Q9UJX3
Q96G27	Q9NS56
P53779	Q96A47
Q68EM7	P45985
Q8N5L8	Q8N6D2
Q6ZWJ1	Q9UHC6
P49023	O43623
Q9UER7	Q86V81
P32242	Q9UKF6
Q8IX12	Q99575
Q8TEB1	Q2NKQ1
Q8N6R1	Q8IW35
Q9NRJ3	Q13905
Q8IU81	Q16513
O60481	Q8NBT2
Q13224	P21580
O43172	Q6ZW49
O15164	Q9NQX6
Q9NZN8	Q9NRW3
Q96H55	P41182
Q9Y252	Q02763
P18054	P51151
Q92824	P56537
P00747	Q6UY14
Q9NX55	P09105
Q14451	P26599
A1L4H1	Q16621
Q96DB2	O43822
Q9UJQ4	Q9BVC3
Q9H0E9	Q00613
Q9H4A3	Q01664
P35269	Q8IY57
P26441	Q8IUD2
Q92560	O75344
Q02218	O60496
Q9GZX6	Q99759
Q13287	Q9NZQ3
Q676U5	P43694
Q6ISB3	Q9H7B4
Q86UP2	Q9H257
Q8IVM0	Q96K58
Q99759	P22736
O95400	Q96BW1
P52803	Q8TDH9
P48039	Q9HCN4
O15083	P10721
Q9Y490	Q9UHI6
P50539	Q12948
Q9UHR6	P11532
Q9H9F9	P43489
Q9NZM5	O43513
Q6IA69	Q8TAZ6
Q7L590	Q66K64
Q5SW96	Q9UQ26
Q4AE62	Q6ZT21
O15062	Q5SQI0
Q8N9N2	O95190
P21673	Q9UKK3
Q8TCJ0	O94868
P53355	P01903
Q13427	Q5TCQ9
Q6NZ36	P79522
Q92622	O96017
Q05D32	Q86UP2
Q02539	Q12768
Q00577	P21673
Q9UHY1	Q86YW9
Q9UM54	Q9BQ70
Q9UNF0	P25791
Q13561	O95239
P16284	P52306
Q9H6L4	Q9UGY1
O94776	Q9BQA5
Q6P1W5	Q9NP62
Q14008	Q86UP2
Q9UIA9	O94988
Q9Y385	Q6SPF0
Q99608	O43399
P10243	Q8NE71
Q9NUL3	P48788
Q5TH69	P02746
Q9NPH2	Q15116
Q9UPN3	P09110
Q96NR8	O95971
O75251	O75521
Q9Y6D9	P51572
Q96NZ9	O15260
Q8N8D1	P17342
P62979	Q9BV81
P05549	Q16821
Q96RS6	Q96N64
O43427	P78527
P26842	Q7L5Y6
Q04837	P22223
O43617	Q6ZN17
Q8N6T3	Q96IZ0
P35637	Q5BJD5
Q7Z6G3	Q149N8
Q9Y3A0	Q2QGD7
Q9Y5N6	Q8IYX8
Q9NZ71	Q16825
P02760	Q8N1B4
Q05639	P41002
Q9GZY0	Q9NX01
Q9HC62	Q96LJ8
O43447	P62829
P17024	P26367
P78324	Q9GZM8
Q9H2L5	P10747
Q9NRL2	Q8N554
Q96G75	Q53G59
Q8NFF5	Q96Q15
Q9Y508	O96014
Q6IN85	Q8IVA1
Q13503	P20366
O43719	O00463
Q9BW71	Q96QC0
Q01201	O15481
Q9NXF7	O60934
O15535	P41134
Q9Y5K8	Q9UPN4
Q92692	Q13523
O94868	Q9C029
Q92843	Q9UHR6
O14893	P17735
Q6ZTQ3	O00303
Q9ULM2	P23526
P28066	P48426
Q9UER7	Q9HA38
P09914	Q96GX9
P07195	Q6PIJ6
Q7Z4V5	Q15038
Q86VS3	P55039
Q70UQ0	Q9BPU6
Q9Y6X2	Q01780
Q96CV9	Q96M63
Q05048	Q8WWN8
Q9H0W9	Q96PN7
Q13202	Q9H9E1
P46777	Q6ZNC4
Q8TDI0	Q9BYS1
Q6PJQ5	O15530
Q16586	Q8N3P4
Q8WWB5	P23284
Q9HBZ2	O43516
Q6ZSB9	Q9Y248
Q9H4T2	Q12809
O75335	P50897
Q9NRN7	Q99583
Q13017	P25963
O14867	Q96ST3
Q16394	P35606
Q9BZE9	Q6PJI9
Q8TAI7	Q9ULW3
Q14209	Q9BRV8
Q9UKG1	Q9BW04
P49768	Q9UGK8
Q9NQT5	Q17RB8
Q16270	Q9UL54
Q9NX18	Q01453
O14893	O00244
P48169	Q71RC2
Q9HCI5	P15976
P35251	Q9UM73
Q6P3S6	O75400
Q9NTI5	Q8NI29
P35222	Q9H0A6
Q7L2J0	O95343
O95429	Q12982
P16671	Q15276
Q9UBB5	Q6P0N0
Q9UKN8	Q96Q83
Q16576	P26641
Q9UJ70	A0AVT1
P98082	Q9HAV4
P10415	Q969L2
Q8N4V1	Q96LL4
Q9NRR3	Q9NYR9
Q7Z6J2	P36952
Q96KR1	Q9BSJ2
Q13823	Q9UGI6
P15313	P60468
Q14584	Q13162
Q16881	O75170
Q15583	Q9H2A7
Q9Y296	Q9BYD2
Q13620	Q9H040
Q9BRQ0	Q9HCN3
Q9UPM8	Q13635
Q03060	Q5T3J3
Q04759	Q96LT7
Q9UM47	Q8N9N2
O60645	P20585
O75665	Q9NPC8
P18615	Q9NS61
O75865	Q53TQ3
Q92542	Q14258
Q9NV58	P52565
P26651	Q92828
Q9H0D6	Q9BY49
P54277	O75830
Q07954	Q9NVF7
Q9P0J0	Q9UNA1
Q14680	Q99626
Q9H792	Q2M2E3
Q96CN5	Q9HCH5
O00287	Q15208
Q9NX08	O14734
P15927	Q96EV8
P49675	P52298
Q9Y574	O60870
Q641Q2	Q9BYG5
Q9XRX5	P51858
Q96N64	Q96EC8
Q92817	P50281
Q9NWS6	Q96DZ5
Q92519	O15350
O43482	O00231
P04183	Q969Q4
Q8WUB8	Q8NFT6
Q53GS9	Q9C0K7
Q9BXB5	P13349
Q9HB09	Q68G74
Q96RI1	P54257
P01009	P11309
